@relation segment

@attribute original numeric
@attribute Bilateral_5.0_50.0 numeric
@attribute Bilateral_5.0_100.0 numeric
@attribute Bilateral_10.0_50.0 numeric
@attribute Bilateral_10.0_100.0 numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Laplacian_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
142.333252,143.333313,141.666656,141.666626,130.666626,166.666534,188.999817,211.333099,233.666382,247.333099,110.891304,110.891304,110.891304,56.611853,378.829361,-31.328491,-50028.610596,327.191205,-358.519699,-0.098442,10485505302.609375,251446.907227,142.675199,50.549924,345.95475,-27.048098,-37580.386704,292.110841,-319.158937,-0.109617,7913007002.1875,200100.493342,0.321641,144.133494,25.093359,177.726422,4.865473,-2657.11087,144.129031,-139.263553,-0.245931,1145402859.902344,40177.427445,-1.458295,-2.813611,144.243567,47.246464,110.190099,-125.951836,91.997929,22.579668,-148.531504,-0.949632,238436440.114258,15512.610977,-1.568369,-0.110073,-3.131091,130.12899,43.312788,184.732817,-258.543807,16125.92989,-95.879066,-162.664741,-0.537621,156463682.680786,2416.835435,12.546208,14.004503,14.114577,-0.448442,97.765802,6.653105,41.811089,-58.395277,821.518657,-21.476582,-36.918694,-0.432435,423084.429519,123.941241,44.909397,46.367692,46.477765,32.363189,-0.060239,118.614535,125.631565,111.087754,1186.145367,4.101268,119.217603,'class 1'
150.499969,146,144.166672,145.166656,134.999985,173.833252,195.166534,216.499817,237.833099,249.499832,115.449277,115.449277,115.449277,54.890517,350.657756,-193.662231,-16906.62616,184.389347,-378.051579,-0.303618,12478670238.113281,174083.568848,149.809424,49.376798,315.403666,-147.755515,-18018.807383,190.818144,-338.573654,-0.311798,8828535945.325813,150320.920093,-1.083066,146.663445,29.683123,191.614525,59.280848,-7739.12612,204.425532,-145.144684,-0.400493,2375571200.680077,63456.319055,3.145978,-2.623303,146.652997,48.000287,92.053167,-96.999786,-888.879165,33.032435,-130.03222,-0.869678,145668769.694214,13883.927011,3.156427,0.010448,-3.327279,132.28306,36.037414,196.523229,-276.032944,18721.087104,-110.631955,-165.400989,-0.47583,119646453.084808,1705.600849,17.526364,14.380386,14.369937,-0.461408,98.06513,5.094922,43.425575,-60.82051,900.917668,-23.469844,-37.350666,-0.420316,369102.692666,101.349543,51.744294,48.598315,48.587867,34.21793,-0.059586,119.628062,126.162266,113.470543,1196.280608,3.692919,120.005737,'class 1'
153.222229,146.888902,145.000017,146.333342,136.444449,176.222176,197.222123,218.222069,239.222016,250.222082,116.968612,116.968612,116.968612,54.316734,341.267149,-247.773891,-5865.880447,136.788365,-384.562255,-0.372011,13143063618.82847,148295.592643,152.187517,48.985753,305.219893,-187.991628,-11498.231195,157.053654,-345.045276,-0.379192,9133714588.015755,133727.602414,-1.551305,147.506769,31.213056,196.243927,77.419444,-9433.144127,224.524519,-147.105076,-0.452013,2785630442.752525,71216.008793,4.680748,-2.559867,147.456146,48.251563,86.007477,-87.349029,-1215.84069,36.516718,-123.865746,-0.843026,114745976.967147,13341.028214,4.73137,0.050622,-3.392676,133.001088,33.612271,200.453396,-281.862701,19586.146109,-115.549623,-166.313078,-0.455233,107373949.588426,1468.520845,19.186429,14.505681,14.455058,-0.46573,98.164907,4.575523,43.963742,-61.628927,927.384207,-24.134269,-37.494658,-0.416276,351108.643099,93.818919,54.02261,49.341862,49.29124,34.836181,-0.059368,119.965906,126.339168,114.264812,1199.659047,3.556802,120.26845,'class 1'
157.222218,148.500014,146.72224,148.11112,138.833335,179.222165,199.222111,218.555396,237.888681,248.166528,120.007249,120.007249,120.007249,49.17958,362.085463,-223.883992,-7498.848221,164.339001,-388.222988,-0.499151,50472430488.43468,200078.698041,155.795821,45.353184,323.956509,-154.405242,-15810.769792,195.789142,-350.19438,-0.506707,34464623672.19802,183538.513992,-1.144519,149.546878,38.826994,218.671017,136.86704,-15189.908294,290.622147,-153.755112,-0.562981,4837809799.176546,101079.599937,6.248943,-2.647253,149.938508,49.218357,82.592608,-83.894418,-728.327153,32.742232,-116.636648,-0.694387,71830919.403654,11619.381841,5.857313,-0.39163,-3.557233,134.783857,26.581627,210.856592,-297.18089,21894.008323,-128.150687,-169.030203,-0.352845,77354844.625083,911.65055,21.011964,14.763021,15.154651,-0.476759,98.38751,3.338022,45.318993,-63.660007,994.752089,-25.851841,-37.808166,-0.392292,300689.077873,74.446809,57.408311,51.159369,51.550998,36.396347,-0.058667,120.785075,126.510221,116.027709,1207.850725,3.197117,120.923988,'class 1'
153.444367,147.999999,146.777792,146.555539,137.499976,175.277596,195.110825,211.610796,228.110767,239.99969,119.905806,119.905806,119.905806,37.115128,443.445613,115.563525,-51888.971321,452.686397,-337.122872,-0.444803,95108509226.78293,381783.777316,152.76513,35.208136,409.994584,136.722351,-48377.951605,446.73775,-310.015407,-0.462839,68107470369.49998,336691.105384,1.903368,150.379307,48.249771,249.477251,182.031516,-25032.755047,357.086863,-175.055356,-0.573998,7539312127.116669,145660.286055,2.385824,-3.096564,151.87483,50.148156,103.100259,-120.166966,1385.005874,12.958815,-133.125776,-0.625521,143716113.442958,11247.196432,0.890301,-1.495523,-3.635937,135.648802,21.668327,215.957377,-304.540185,23052.344568,-134.094234,-170.445951,-0.249889,63280267.664568,707.731067,17.116328,14.730504,16.226027,-0.484747,98.464452,2.639771,46.187488,-64.906376,1036.396022,-26.675935,-38.23044,-0.348665,287074.919811,68.61797,54.300678,51.914854,53.410378,37.18435,-0.057911,121.00031,125.963446,116.714,1210.003074,2.810338,121.14561,'class 1'
150.999878,147.833313,147,145.666626,136.666626,172.166443,191.333008,205.499695,219.666382,233.333008,119.905806,119.905806,119.905806,31.016936,486.180327,384.339722,-91197.590332,676.842428,-292.502709,-0.454875,133736033013.25,526202.609131,150.753104,30.417449,458.624707,372.212799,-77248.862268,644.314052,-272.10127,-0.477221,96071471932.25,457073.163414,4.677987,150.902198,56.348781,280.817905,242.727528,-29395.403738,418.741329,-176.013813,-0.614623,10406298849,176997.6309,-0.149094,-3.492155,153.557097,51.451712,117.780811,-148.360252,3232.097914,-5.307273,-143.052973,-0.549739,189477839.038574,10172.910899,-2.803993,-2.654899,-3.703348,136.338622,17.778689,221.002564,-311.852996,24209.824505,-140.472118,-171.380878,-0.129443,46801049.803223,478.595075,14.414482,14.563576,17.218475,-0.489492,98.508406,2.273159,46.73957,-65.732234,1065.509776,-27.491956,-38.240276,-0.314826,253576.631208,58.687609,52.244698,52.393793,55.048692,37.830216,-0.057375,121.276348,125.469311,117.305018,1212.76346,2.525132,121.419241,'class 1'
150.111057,147.694447,147.111126,145.416655,136.277768,171.610958,189.777515,203.027518,215.999748,228.555261,120.21621,120.21621,120.21621,51.657428,540.392339,425.223701,-102773.074682,748.152301,-322.928607,-0.523985,237621396221.41675,646474.676548,150.205678,50.283682,501.706114,396.954413,-87799.088806,698.751795,-301.797389,-0.544321,156925863270.99332,549385.303548,4.94168,151.936218,65.408304,286.521167,198.25423,-32316.739353,401.282721,-203.028502,-0.681965,8987884226.686497,186766.939738,-1.73054,-3.884477,154.321901,50.463989,140.675108,-181.726579,7389.669536,-21.50722,-160.219353,-0.631736,465523173.959612,10410.24846,-4.116223,-2.385683,-3.703474,136.291657,18.227176,222.018445,-313.125153,24377.696264,-139.526089,-173.599064,-0.063148,60418577.084102,607.244318,13.914021,15.644561,18.030244,-0.48983,98.450628,2.755986,46.743179,-65.732796,1065.722935,-27.526194,-38.206601,-0.285407,250219.31963,57.908997,51.75505,53.48559,55.871273,37.841029,-0.05706,121.375426,125.711141,117.133567,1213.754255,2.674865,121.314997,'class 1'
147.749985,147,146.833344,144.583328,135,171.583267,189.41655,201.499847,212.416489,223.33313,118.294939,119.860632,121.970152,73.010751,572.95226,541.669189,-82005.291199,811.989996,-270.320824,-0.622376,380911321080.5625,682723.439453,148.213681,70.710816,522.738492,484.101024,-78025.974488,744.420114,-260.319071,-0.631209,233836324305.82422,582768.087157,5.700551,152.021513,71.088718,273.848309,145.477073,-44983.112525,386.252247,-240.77518,-0.868995,4800358608.746582,207176.393802,-3.807831,-4.391254,154.130649,50.359094,176.678202,-231.463608,12280.38755,-38.727152,-192.736451,-1.094991,682445944.16748,12676.392366,-5.916968,-2.109136,-3.622219,135.407619,23.959863,217.240504,-306.102791,23276.247434,-133.507748,-172.595043,-0.033696,76293704.646301,803.25342,12.806062,16.613894,18.72303,-0.489564,98.245636,4.322244,46.473028,-65.283808,1049.540505,-26.960505,-38.323302,-0.22827,275440.986177,64.845045,49.968045,53.775877,55.885013,37.161983,-0.05644,120.945514,125.179588,116.622827,1209.455149,2.734018,120.566111,'class 1'
144.499908,146.333313,147,143.499969,133.499969,169.333191,184.166473,193.999756,201.833038,209.666321,119.415044,119.415044,122.441174,111.375677,760.575251,757.338013,-117943.289917,1089.201592,-331.863605,-1.025001,730029473217.25,1074721.479004,145.85959,109.722564,675.979164,646.500743,-114722.071077,974.513841,-328.013047,-1.026766,438785116822.125,896491.112608,7.749391,154.131257,93.315735,293.93471,69.897896,-63686.264235,393.657854,-323.759958,-1.0799,1324860331.479492,259685.280365,-8.271667,-5.469249,156.240501,49.634225,235.562607,-320.960635,23245.836084,-91.830534,-229.130095,-1.341601,1007877505.173828,10107.22897,-10.380911,-2.109244,-3.623894,135.272634,24.931502,220.348414,-310.122077,23830.83452,-132.409238,-177.712838,0.211606,103415808.925537,1049.758024,10.586956,18.858623,20.967868,-0.490553,98.06792,5.700347,46.48172,-65.288518,1050.783029,-27.148462,-38.140056,-0.13213,257303.775554,60.490331,47.79167,56.063337,58.172581,37.204714,-0.05548,121.132894,125.236115,116.039484,1211.328964,3.033058,120.256591,'class 1'
145.555489,146.749988,147.111115,143.916644,133.888868,170.388771,184.555382,194.055329,201.555275,209.055222,119.391207,119.391207,123.484608,123.220677,830.060412,620.39134,-218720.683049,1099.017303,-478.625984,-1.104966,613751999791.939,1379339.901449,147.095259,119.323552,742.381077,515.979133,-194147.283588,979.557514,-463.578339,-1.107612,377867796042.7002,1145848.438338,6.180675,155.460735,94.357507,343.75832,-13.42076,-67382.131172,377.653843,-391.074607,-0.725851,20069797367.15672,306043.325412,-8.365476,-5.809954,156.462502,49.185382,256.325738,-350.105544,28784.940988,-101.594076,-248.511464,-0.989341,1726489483.32625,11871.446757,-9.367242,-1.001766,-3.592241,134.847611,26.744252,219.792118,-308.814323,23525.187287,-128.516277,-180.298043,0.234371,140997566.539909,1467.635382,12.247649,20.613124,21.614891,-0.488897,97.931383,6.235876,46.234588,-64.898316,1037.129538,-26.765512,-38.132803,-0.102266,272311.845064,65.047159,49.163876,57.529352,58.531118,36.916227,-0.055114,120.961413,126.452631,115.331149,1209.614157,3.880587,119.851126,'class 1'
