@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
123.375,40.887711,455.22266,-69.5,-11742,304.58032,-374.080317,-0.4639,40391191168,241240,124.0979,34.10365,401.133936,-114.798874,-6541.088989,240.455593,-355.254454,-0.462775,29504982528,187779.823242,127.276963,6.563026,258.097097,-329.636887,22749.4198,-60.154175,-269.482718,0.043416,7130431572,34773.334824,-3.179063,123.235496,19.999357,278.551868,-374.88681,29905.215332,-85.075954,-289.81086,1.123909,2936365952,21071.874023,0.862405,4.041468,106.724003,18.122626,126.129559,-169.457195,5702.40918,-30.446572,-139.010622,0.671955,170442373,5913.496704,17.373898,20.55296,16.511493,87.174153,9.1108,29.128388,-38.026937,259.975922,-4.749343,-33.277595,0.534298,588591.75,407.238583,36.923747,40.10281,36.061342,19.54985,101.3379,111.487391,92.032897,1013.378983,6.907977,100.356724,'class 2'
116.75,19.525727,401.285625,330.25,-22239,489.642685,-159.392678,-0.072538,23701693194,215346.5,118.161376,17.781564,320.539238,232.41666,-21024.236084,388.476471,-156.059797,-0.062824,9046094048,152437.141602,125.627674,6.790067,171.404379,-237.094465,12895.797852,-79.298269,-157.796196,0.799061,998897841.5,7501.910568,-7.466298,123.600261,14.521145,276.266754,-369.91214,28612.191162,-79.137596,-290.774536,1.133647,3061061952,22443.104004,-5.438885,2.027413,107.207501,16.285585,127.147143,-170.356512,5665.303955,-28.748179,-141.608328,0.686836,185289406,6371.651489,10.953875,18.420173,16.392759,87.446098,8.864184,29.393692,-38.460819,266.70833,-4.859259,-33.601559,0.551189,611170.679688,413.062168,30.715278,38.181576,36.154162,19.761403,101.469519,112.046052,91.039475,1014.69516,7.181404,99.82109,'class 2'
121.4375,39.71991,471.118017,-21,20063.75,304.370722,-325.370712,-0.237687,48047842703,216010,122.405569,34.331891,400.775578,-74.018866,17522.081909,233.02527,-307.044126,0.346586,29505833168,159183.55127,126.509948,13.22801,238.26341,-322.507815,24381.790039,-79.732285,-242.775532,0.876422,4986215483.25,23081.996986,-4.104379,122.618971,22.899636,261.539412,-349.657848,25564.910461,-71.161303,-278.496539,1.093261,2670305384,21679.138428,-0.213403,3.890976,106.999812,18.11509,123.909656,-165.477492,5276.640457,-26.494106,-138.983382,0.681163,174585358.5,6339.795227,15.405756,19.510136,15.619159,87.511949,8.947873,29.242558,-38.309135,266.293069,-4.948996,-33.360139,0.552909,592873.962891,403.801937,34.89362,38.997999,35.107023,19.487864,101.366275,112.333881,91.052632,1013.662727,7.347328,100.050303,'class 2'
130.0625,71.637126,598.47864,-531.5,89457.25,63.39172,-594.891707,-0.183635,142723900303,246913,129.817597,61.224221,538.759026,-518.83024,79140.070923,32.815298,-551.645526,0.782701,100351359312,194569.552246,127.480821,27.918301,333.589801,-444.808873,41093.025391,-79.343208,-365.465668,0.938696,13142134867.75,49463.444145,2.336776,120.837633,36.251665,237.957282,-318.496922,21172.323914,-63.076295,-255.420623,1.041551,1975965720,18969.166504,8.979964,6.643188,106.447407,21.814361,117.854588,-156.845155,4664.932877,-23.612383,-133.232768,0.675164,150933338.5,6039.719238,23.37019,21.033414,14.390226,87.533789,9.267216,28.821374,-37.821531,261.567681,-5.018503,-32.803027,0.557132,553732.861328,386.351891,42.283808,39.947032,33.303844,18.913618,101.019436,112.300987,91.072368,1010.194344,7.254146,100.086122,'class 2'
133.65625,83.084914,651.323075,-699,114212.625,-0.351869,-698.648118,-0.018002,201085746508.5,273960,132.768145,71.230085,593.207308,-664.697854,100673.48175,-19.071172,-645.626667,0.852099,142608062424,220395.137451,127.64427,35.406057,364.781993,-484.885685,46558.961426,-77.963765,-406.921923,0.935554,16971299401.875,60320.465481,5.123874,120.070375,41.305649,229.561947,-308.031237,19863.858368,-62.519395,-245.511839,1.029456,1687738332,17261.700073,12.69777,7.573895,106.122222,23.605125,115.177694,-153.226279,4439.472984,-22.866557,-130.359719,0.675037,138964966.75,5811.858673,26.645922,21.522048,13.948153,87.49429,9.481233,28.569088,-37.506899,257.483009,-4.99466,-32.512239,0.559833,534372.956055,378.947218,45.273855,40.149981,32.576085,18.627933,100.792503,112.056744,91.085525,1007.925014,7.067598,99.950911,'class 2'
141.5625,119.05979,787.745233,-1041.0625,197844.5,-154.334869,-886.727622,0.296627,318080968128,301413.5,138.92978,104.376262,724.120082,-958.640309,168739.346924,-147.238386,-811.4019,0.631689,225099366928,249862.789871,126.860292,60.639291,409.052584,-545.019194,56192.306732,-88.077612,-456.941583,0.865422,22810171352,73395.940392,12.069487,117.631483,53.189213,198.064803,-265.485024,15064.493412,-52.899851,-212.585172,0.962691,957693789.5,13115.100342,21.298297,9.228809,105.269924,28.171394,107.110249,-142.087267,3781.371746,-20.298051,-121.789212,0.661692,106517012.875,5174.548782,33.659856,21.590368,12.361559,87.449129,10.026253,27.914081,-36.717172,248.946825,-5.070279,-31.646892,0.559785,478074.306641,353.561997,51.480651,39.411163,30.182354,17.820795,99.966787,110.800166,90.867483,999.667857,6.451999,99.18854,'class 2'
140.5,158.82645,847.692078,-1152,286524,-314.562466,-837.437531,-0.248073,211747811328,196884,137.579422,143.975079,769.260132,-1046.572357,235908.226563,-293.154617,-753.417725,-0.266858,146873549312,161157.415527,123.80442,88.971212,381.818939,-519.115112,56157.757813,-128.75296,-390.362152,0.743077,14581548288,46772.608643,13.775002,114.715549,61.140299,155.799549,-204.570511,9510.449097,-29.614157,-174.956352,0.83425,543170416,10579.474609,22.863873,9.088871,104.437859,31.818746,98.373035,-129.454124,3071.922241,-16.401426,-113.052696,0.628768,80411564,4675.460938,33.141563,19.366562,10.277691,87.456276,10.472094,27.308989,-35.998131,242.717445,-5.265782,-30.732348,0.54912,422482.9375,325.174713,50.123146,36.348145,27.259274,16.981583,98.675877,108.434212,90.343567,986.758759,6.121122,97.892178,'class 2'
129.5625,177.506475,752.817411,-896.375,234528.75,-206.583319,-689.791679,-0.736179,89238594928,179026.75,127.754258,164.377589,676.306194,-812.309159,190969.556641,-197.691521,-614.617634,-0.75843,59277868228,141797.133484,118.40627,107.053321,304.458265,-390.529131,39939.309509,-90.206638,-300.322494,0.368718,6140588797.3125,30410.619049,9.347988,111.590751,67.205926,121.606826,-158.229405,5596.449326,-21.234663,-136.99474,0.539964,268678239.671875,7814.064419,16.163507,6.815519,102.996937,35.480947,88.398053,-116.043366,2456.097343,-14.315026,-101.72834,0.618901,57283693.625,3917.965538,24.757321,15.409333,8.593814,87.181252,11.180371,26.197129,-34.576679,226.38166,-5.178261,-29.398418,0.550385,357750.563477,294.604246,40.573007,31.225019,24.4095,15.815686,97.04565,105.373356,89.85362,970.456497,5.391332,96.363989,'class 2'
123.671875,184.463436,698.592881,-754.03125,200417.8125,-135.135011,-618.896238,-0.98805,45544942212,175580.0625,122.4598,172.081122,624.835221,-682.06861,162377.085449,-133.072676,-548.995933,-1.009139,28272003683,137628.309464,115.558412,114.176663,265.120441,-319.642848,31505.470535,-61.898927,-257.743922,0.097311,3009390443.296875,25063.815178,6.901388,110.007908,69.901804,104.13376,-135.049027,3720.637867,-17.726503,-117.322522,0.312485,161505801.425781,6422.787782,12.451893,5.550505,102.255318,37.256666,83.270543,-109.248288,2165.575136,-13.451979,-95.796309,0.611954,46541342.09375,3516.692484,20.204483,13.303095,7.75259,87.037783,11.545796,25.618443,-33.839878,218.066394,-5.141405,-28.698473,0.550756,325538.761475,278.649283,35.422018,28.52063,22.970125,15.217535,96.270394,103.91324,89.680055,962.703941,5.000942,95.690938,'class 2'
118.65625,188.887788,700.77774,-616.9375,178008.875,-52.895537,-564.041963,-1.13354,30268352964,211109.25,117.758025,177.032598,626.153778,-554.262,143434.683472,-56.846851,-497.415151,-1.154547,16499816956,166465.139786,112.391934,118.528255,256.962713,-237.561546,25051.271957,-16.433704,-221.127843,-0.046847,1160864803.296875,29818.247612,5.366091,108.211987,71.60124,88.375056,-93.828397,1182.763161,5.097774,-98.92617,0.198837,84961687.683594,7143.087819,9.546038,4.179947,101.822995,38.469816,78.182368,-101.479213,1805.001369,-10.628336,-90.850877,0.576007,38795175.554688,3351.844725,15.935029,10.568938,6.388991,87.090478,11.703075,25.298448,-33.472356,216.454419,-5.344448,-28.127907,0.536206,299391.370117,260.902304,30.667547,25.301456,21.121509,14.732517,95.724924,103.077302,88.45347,957.249242,5.044705,95.323613,'class 2'
102.25,159.116454,584.284298,42.75,16428,413.971279,-371.22128,-0.869064,62723060240,382753,102.422477,151.794391,526.38666,41.816778,14729.783691,370.192133,-328.375359,-0.874148,40852827888,307216.164612,103.326981,112.223743,231.665845,33.181284,5214.216125,168.499087,-135.317806,-0.444405,2284770150.1875,56390.635956,-0.904503,103.843925,72.894039,75.420027,-29.158283,162.281699,33.604883,-62.763165,0.04021,40373629.171875,6668.117054,-1.421448,-0.516945,99.83881,41.960721,64.731668,-82.508183,1182.658115,-6.770962,-75.73722,0.513096,21674433.28125,2522.70031,2.583667,3.488171,4.005116,86.7439,12.57283,23.743861,-31.469883,194.384159,-5.302226,-26.167656,0.517367,226502.044922,220.107749,15.678577,16.58308,17.100025,13.09491,94.06947,100.657893,85.111936,940.694714,4.810754,94.297561,'class 2'
94.5625,132.529134,556.441696,445.625,-27058.75,659.639936,-214.014939,-0.655878,96215460408,430125,94.619669,128.767074,507.594178,411.787229,-18666.11499,598.568336,-186.781111,-0.656705,65413559752,347954.323334,96.749284,104.537851,247.678321,222.273196,2153.134064,284.703047,-62.429856,-0.548643,3683893262.65625,67379.389847,-2.129615,100.21791,73.022373,65.143124,31.376803,-763.822918,66.850561,-35.473757,0.104207,21318591.945313,6772.019354,-5.598242,-3.468626,98.408278,44.269582,53.812598,-66.543435,668.167917,-2.418544,-64.124891,0.435365,11641812.015625,2021.708012,-3.788609,-1.658994,1.809632,86.576063,13.146326,22.626984,-30.057888,180.826481,-5.428178,-24.629709,0.491892,174038.734375,185.964897,8.043606,10.173221,13.641847,11.832215,92.880742,99.253287,81.747124,928.807432,5.049721,93.683366,'class 2'
94,110.679718,499.743927,604,24768,666.516113,-62.516117,-0.72707,96947666944,265744,93.254654,109.793465,461.682526,562.815735,25074.898438,610.392639,-47.5769,-0.7303,68566822912,216461.953125,93.219818,98.192535,244.381317,311.330048,13216.975586,304.087555,7.242485,-0.71064,4270431744,44058.5,0.034836,97.731033,73.462784,53.447868,51.403214,-114.689041,65.078293,-13.675078,0.069761,8193865.5,3101.046631,-4.476379,-4.511215,96.878952,46.422169,45.123718,-55.37709,429.725647,-1.729737,-53.647354,0.396492,4132946.5,1347.719482,-3.624298,-3.659134,0.852081,86.185081,13.855978,21.394407,-28.45668,162.180969,-5.254524,-23.202156,0.489041,130422.59375,161.058762,7.069572,7.034737,11.545952,10.693871,91.754387,97.736839,80.555557,917.543884,4.882855,93,'class 2'
90.21875,92.776798,489.026427,576.9375,25243.875,615.48398,-38.54649,-0.451375,73568240288,238686.375,89.90898,92.197458,454.01894,540.540349,25755.160645,566.638707,-26.098355,-0.455473,52254104704,195563.730103,90.851827,85.463078,252.936471,316.564004,15441.026703,299.734211,16.829788,-0.460878,3659367024,42780.690552,-0.942847,95.396812,71.151606,69.04606,70.37601,567.903266,82.782655,-12.406644,0.061683,55394530.293945,4827.920952,-5.487832,-4.544986,95.544028,47.149951,38.74329,-44.255864,256.26766,1.820642,-46.076506,0.300563,2895557.646759,1192.775906,-5.635048,-4.692201,-0.147216,85.916186,14.258478,20.28907,-26.98801,148.210509,-5.141616,-21.846393,0.459531,107034.779297,141.256253,3.992795,4.935641,9.480627,9.627842,90.871169,97.085662,80.065974,908.7117,5.050759,92.063574,'class 2'
87.296875,78.168598,481.75139,521.59375,5294.4375,599.315763,-77.722028,-0.317909,60563270608,264595.9375,87.325806,77.87175,446.04505,488.418225,8375.000732,551.873549,-63.455322,-0.32114,43045609792,218038.908508,88.992066,74.851758,245.237317,288.826081,10468.710312,293.590224,-4.764148,-0.331661,3143792328,49285.315002,-1.666259,93.158698,69.569029,72.651204,70.342371,528.523741,87.307951,-16.965578,-0.02347,64670363.359863,5715.737255,-5.832892,-4.166633,93.811787,48.079337,32.115081,-33.383304,140.130449,4.114701,-37.498004,0.201496,1829377.707291,953.736052,-6.485981,-4.819721,-0.653089,85.423483,14.823512,18.829009,-25.066923,129.760062,-4.872304,-20.194619,0.45105,82787.44165,120.463634,1.902324,3.568583,7.735216,8.388304,89.744348,96.120408,79.67014,897.443493,5.11156,90.831312,'class 2'
85.666565,48.721216,172.831065,8.500885,-6125.926392,149.501872,-141.000982,0.481589,1032582397.046875,47710.713074,86.14051,48.787553,158.048276,8.723291,-7084.004856,145.491141,-136.767852,0.479715,693602284.381836,44713.181661,88.096252,50.379525,107.373876,27.123899,-8151.050414,138.48075,-111.356855,0.40869,35333647.081376,33504.690214,-1.955742,88.757899,45.582948,91.015991,61.326865,-4290.992844,132.756861,-71.429995,0.554876,85491004.096375,21197.753229,-2.617389,-0.661647,90.422565,35.770067,37.916086,-0.013758,-1354.754201,52.163665,-52.177424,0.682032,135531.805444,5445.417079,-4.282055,-2.326313,-1.664666,91.72947,25.992619,7.986072,10.161285,17.483952,9.452284,0.709001,0.959125,4055.152791,38.484973,-5.58896,-3.633218,-2.971571,-1.306905,89.723862,97.405671,81.396521,897.238622,5.896163,90.621606,'class 2'
87.110965,52.048043,213.565146,91.333822,-13315.527917,231.711452,-140.377626,0.237346,1310502717.636746,75565.135589,87.553734,52.047764,196.769779,78.033874,-13098.508865,216.343076,-138.309207,0.249482,869311262.121091,68322.520654,89.742143,52.859989,127.443544,30.691866,-9561.116136,152.351283,-121.659421,0.273346,45169625.655727,39336.879292,-2.188409,90.599097,49.486501,89.085471,48.771727,-4551.469259,125.282991,-76.51126,0.484148,54434124.577229,20752.952427,-3.045364,-0.856954,91.838192,37.453061,38.490267,-2.61183,-1337.999216,50.699029,-53.310859,0.654329,306697.155588,5412.137079,-4.284459,-2.096049,-1.239095,92.935455,26.306992,7.418186,9.313572,15.080146,8.841139,0.472434,0.915301,3253.700685,35.190549,-5.381721,-3.193312,-2.336358,-1.097262,91.117265,98.657817,82.985519,911.172651,5.770075,91.835888,'class 2'
92.666519,64.301924,234.387638,58.001567,-24407.353868,257.841633,-199.84007,0.138911,805153742.191426,107273.636378,92.896296,63.165424,222.565473,46.305956,-22852.151498,242.923734,-196.617776,0.147019,549607158.015614,98541.250975,94.000045,58.261895,160.889361,3.979689,-14096.916547,169.639861,-165.660172,0.197816,77427216.553301,57575.853186,-1.103749,94.359777,54.679765,88.956205,20.087837,-4759.116875,109.793169,-89.70533,0.395402,24041771.163885,20233.840892,-1.463482,-0.359733,94.495006,39.852953,39.258344,-10.036112,-1231.493063,45.485679,-55.521791,0.599143,874563.435753,5106.495807,-1.59871,-0.494962,-0.135229,94.93934,26.793263,5.960327,7.20301,7.8948,7.444477,-0.241467,0.802766,1891.714163,29.956469,-2.043044,-0.939295,-0.579562,-0.444334,93.807094,101.135747,85.962905,938.070917,5.639488,94.336768,'class 2'
94.499893,68.37897,227.979309,34.000732,-24381.153992,243.900047,-209.899317,0.163479,655952169.74585,105216.730347,94.550315,67.09776,219.099773,24.673517,-23203.013202,232.42608,-207.752559,0.170984,466764266.623978,98647.455339,94.964909,61.14999,168.028934,-7.760347,-15593.993614,172.422386,-180.182732,0.217004,97896070.635254,63736.34377,-0.414594,95.095425,56.339195,90.425979,10.467003,-5067.220277,107.584042,-97.117037,0.399474,20316640.647827,21269.597134,-0.54511,-0.130517,94.936548,40.543918,39.329589,-10.954342,-1206.641393,44.667287,-55.62163,0.591731,992405.821058,5034.41483,-0.386233,0.028361,0.158877,95.39447,26.883695,5.887945,7.171048,8.365413,7.28784,-0.116792,0.815837,1820.103204,27.917706,-0.844155,-0.429562,-0.299045,-0.457922,94.31239,101.629097,86.480956,943.123875,5.63262,94.859362,'class 2'
98.166473,76.532687,215.163237,-13.998739,-24328.756639,216.01815,-230.016889,0.212611,357562684.249776,101103.106593,97.858202,74.962072,212.168692,-18.58938,-23904.704487,211.431733,-230.021105,0.218911,301086068.102482,98859.854344,96.894549,66.925916,182.307427,-31.239344,-18588.01069,177.987182,-209.226522,0.255377,138831904.876787,76056.760948,0.963653,96.566654,59.657901,93.365393,-8.773783,-5683.398875,103.16599,-111.939773,0.407617,12866720.651189,23341.014795,1.291548,0.327895,95.819592,41.925785,39.472072,-12.790719,-1156.940328,43.030579,-55.821298,0.576909,1228079.803203,4890.259477,2.03861,1.074957,0.747062,96.304691,27.064553,5.743186,7.107127,9.306596,6.974579,0.132548,0.841978,1676.887842,23.840367,1.553511,0.589858,0.261963,-0.485099,95.322935,102.615754,87.517009,953.229326,5.618884,95.9045,'class 2'
101.444314,83.418158,254.2866,-111.776035,-29565.681164,204.452057,-316.22809,0.294395,5383847922.763309,142615.535248,101.246005,82.243029,250.580312,-111.38235,-28424.425925,200.625243,-312.007585,0.298301,4844731175.6568,137219.653185,100.314063,74.945406,211.951056,-98.359669,-19638.76214,167.434994,-265.79466,0.321267,1909043139.883419,94944.055698,0.931942,99.0388,64.07941,101.732107,-47.54261,-5010.136484,85.971231,-133.51384,0.444092,93811183.909499,24202.781332,2.207205,1.275263,97.184337,43.852596,39.638934,-15.554678,-1054.829769,40.067598,-55.622276,0.546291,1602621.063343,4586.508549,4.061668,3.129726,1.854463,97.687433,27.288537,5.44619,6.799026,9.31631,6.485908,0.313118,0.918118,1665.841066,20.505205,3.558572,2.62663,1.351367,-0.503096,97.071593,104.604856,88.905902,970.715922,5.730561,97.49482,'class 2'
104.30546,87.934918,338.119664,-237.219245,-35427.413507,200.136015,-437.355257,0.300956,14529873044.767462,206525.12262,104.71839,87.297111,328.909909,-233.354807,-32798.978891,192.507183,-425.861979,0.305058,13126019398.293695,193864.051661,105.32973,81.41751,256.565224,-193.83315,-17678.430082,140.958101,-334.791246,0.334461,5065804416.45391,113600.051362,-0.61134,102.866769,67.403938,114.82652,-98.107599,-2910.381398,57.27974,-155.387339,0.455956,241727418.403943,22692.241417,1.851621,2.462961,99.427527,45.562018,40.920637,-22.544337,-898.06396,34.508385,-57.05272,0.488172,2481498.823659,4195.581722,5.290863,5.902203,3.439242,99.414766,27.573404,4.114145,5.150418,5.205116,4.967376,0.183041,0.913638,949.825672,13.447067,5.303625,5.914965,3.452003,0.012762,99.758731,107.858364,90.761739,997.587327,6.049217,99.708788,'class 2'
109.944194,101.646346,448.268177,-398.103885,-21197.276845,177.693597,-575.797476,0.326366,77436048333.7097,290484.917366,110.136774,99.777052,429.287729,-387.872325,-16511.080569,162.970136,-550.842457,0.330055,61892957662.67124,258889.050137,109.612186,87.949821,310.466811,-308.340922,-295.660799,85.796474,-394.137396,0.367696,12444749551.654953,115285.301925,0.524589,105.513144,69.817211,132.496569,-143.931688,775.707368,27.404851,-171.336537,0.499981,396368342.018974,20007.302172,4.623631,4.099042,100.883799,47.146988,41.707161,-24.581725,-809.514456,32.128975,-56.7107,0.435751,2796206.235123,3949.492061,9.252976,8.728387,4.629345,100.819156,27.697084,3.795251,4.432459,3.512255,4.56681,-0.134351,1.103409,1051.305606,14.285633,9.317618,8.79303,4.693988,0.064643,101.789716,110.54053,92.669011,1017.897177,6.198073,101.486448,'class 2'
115.166626,102.520365,486.489509,-473.002686,-559.080383,124.849684,-597.852364,0.15439,106599728203.11914,282263.300781,115.114617,99.724328,463.852474,-459.0589,3845.977166,108.335765,-567.394662,0.160769,84026097017.74023,246187.309782,113.556878,84.450075,326.035883,-355.013194,13748.716755,30.051683,-385.064877,0.25341,14861201050.020569,95181.977621,1.557739,108.734265,67.477503,142.001419,-168.21921,3803.221656,2.420278,-170.639484,0.452451,427202115.744873,15657.157072,6.380351,4.822613,103.086504,46.798606,45.242833,-33.116338,-676.049917,27.370086,-60.486424,0.36973,4412964.849804,3861.240196,12.028113,10.470374,5.647762,101.969745,27.805912,2.903043,1.688389,0.407287,2.883314,-1.194926,0.963104,101.86865,9.038675,13.144872,11.587133,6.76452,1.116759,104.015677,112.993032,94.894685,1040.156778,6.311219,103.604368,'class 2'
124,118.502918,620.98276,-687.669983,31357.295654,63.62704,-751.297013,0.107772,197206041329.5,362220.657593,123.175738,113.339915,587.121622,-663.425031,37196.812721,40.252907,-703.677946,0.114176,153523545867.35156,304036.107925,118.516168,87.902015,396.48771,-497.81083,41240.641894,-56.860916,-440.94992,0.247617,24121578617.17444,87000.342652,4.65957,111.525323,68.208371,166.441176,-218.662922,8939.805415,-33.45377,-185.209145,0.503752,578677405.397461,12055.863056,11.650416,6.990846,104.617559,48.096421,46.755996,-35.107842,-613.062244,25.730828,-60.838672,0.309257,4867920.73893,3747.175508,18.558179,13.898609,6.907764,103.381926,27.881828,2.626675,0.783417,0.088442,2.325016,-1.5416,1.1826,76.229245,7.568908,19.793813,15.134243,8.143397,1.235633,106.100795,115.93346,97.223628,1061.007934,6.467228,105.72145,'class 2'
131.833374,112.837133,802.518421,-1004.671387,214700.804077,-141.876141,-862.795253,-0.005351,299490950702.75,283596.901978,130.435933,107.260543,750.688582,-946.624858,191350.173885,-144.026155,-802.598696,-0.002093,222606125896.67578,238000.653014,122.675589,81.380293,469.065909,-618.249726,84245.84887,-140.135893,-478.113843,0.069392,25658363413.958313,66180.130644,7.760343,113.527974,67.204816,178.930923,-240.33916,12292.662068,-55.225344,-185.11381,0.441265,496241727.134155,9070.289888,16.907959,9.147615,106.190676,49.164172,49.027692,-34.349706,-694.3012,27.656236,-62.005944,0.231986,5091689.908398,4025.590045,24.245257,16.484914,7.337299,104.793103,27.811257,3.388067,-0.54515,-1.618979,2.338174,-2.883324,-0.066658,47.598779,15.992443,25.642829,17.882486,8.734871,1.397572,107.912699,119.95747,99.359599,1079.126992,7.220043,106.729122,'class 2'
137.055544,109.060001,923.540348,-1216.002431,336927.944626,-278.876172,-937.126279,-0.080765,367679849789.0124,231181.864703,135.275989,103.20769,859.731558,-1135.421861,294117.513198,-266.876989,-868.544856,-0.079604,268660476505.21423,193977.688155,125.448495,77.032544,517.450637,-698.541098,112915.549383,-195.651697,-502.889413,-0.049423,26682870978.830864,52300.201099,9.827494,114.863055,66.535789,187.257294,-254.789765,14527.865729,-69.739505,-185.050254,0.399607,441285446.871035,7079.938147,20.412934,10.58544,107.239404,49.875995,50.542133,-33.84429,-748.459678,28.939822,-62.784114,0.180474,5240867.078412,4211.196905,28.036585,18.209091,7.623651,105.733874,27.764211,3.895654,-1.430848,-2.757243,2.346945,-3.777793,-0.899484,28.512094,21.608047,29.542114,19.71462,9.129181,1.505529,109.120617,122.640103,100.783559,1091.206179,7.721912,107.400893,'class 2'
139.666748,107.171348,984.054082,-1321.672791,398044.3125,-347.379323,-974.293493,-0.118474,401775860076,204973.146362,137.696127,101.181171,914.255542,-1229.824684,345503.535048,-328.305217,-901.519446,-0.118361,291688705926,171965.198104,126.835011,74.85857,541.644109,-738.688622,127251.055847,-223.410869,-515.277766,-0.108833,27195148210.742188,45359.918636,10.861117,115.530626,66.20126,191.42067,-262.015398,15645.51872,-76.996917,-185.018475,0.378777,413806048.87085,6084.716721,22.165501,11.304385,107.763792,50.231923,51.299388,-33.591571,-775.540156,29.581645,-63.173217,0.154716,5315459.077866,4304.004582,29.932335,19.071218,7.766834,106.204281,27.740687,4.149459,-1.873717,-3.326401,2.351331,-4.225048,-1.315916,18.968314,24.415977,31.491846,20.630729,9.326344,1.559511,109.724604,123.98148,101.495571,1097.246049,7.972858,107.736794,'class 2'
