@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
154,27.373322,293.960224,-22,-43108,290.994823,-312.994823,-0.165513,1394503168,183024,154.806335,26.160699,274.025879,-36.395828,-37250.203003,262.745975,-299.141804,-0.162247,1056430944.953125,158414.450195,157.28401,33.574638,184.800627,-131.723431,-9058.340393,99.313794,-231.037231,-0.137093,930261536,54871.366211,-2.477674,154.940969,41.213179,209.838652,-279.811832,17111.880981,-69.853018,-209.95882,0.129817,837252200,10237.694092,-0.134634,2.34304,139.794016,14.339764,130.40224,-182.795609,8167.276306,-71.764502,-111.031107,0.424794,27973569.9375,812.909583,15.01232,17.489994,15.146954,119.776231,1.044002,24.246182,-34.130255,286.215752,-13.904175,-20.22608,0.934523,23482.582397,20.106213,35.030105,37.507779,35.164739,20.017785,132.610224,138.88158,129.09869,1326.102188,3.517655,131.606916,'class 1'
153.5,24.04163,302.100391,-17.375,-43458.75,300.216595,-317.591595,-0.195449,3322033664,190845.25,154.499393,22.342186,281.779568,-33.007442,-37536.451538,270.971446,-303.978889,-0.19313,2563292442.164063,165285.542969,157.603632,30.592121,190.43167,-133.078459,-9344.346741,104.329684,-237.40815,-0.176208,1306957088,58423.727051,-3.104239,155.281834,39.575313,216.234117,-285.670094,17379.084717,-65.327331,-220.34277,0.100094,980890700,12130.006592,-0.78244,2.321798,139.899064,13.651769,131.801047,-184.465816,8280.705261,-70.620938,-113.844879,0.385819,31704595.625,935.98632,14.600329,17.704568,15.38277,119.797278,0.880534,24.24849,-34.128281,285.9694,-13.818377,-20.309904,0.915881,24561.645142,21.072341,34.702115,37.806354,35.484555,20.101786,132.686394,139.38816,128.866782,1326.863884,3.808069,131.657537,'class 1'
154.40625,26.119278,332.468211,-57.367188,-38308.046875,291.550308,-348.917495,-0.126057,14759437478.1875,210183.265625,155.185748,23.854535,310.647708,-70.822473,-33440.473465,263.208053,-334.030526,-0.125142,10621165996.2583,183021.657928,157.537996,31.013281,211.449762,-157.181826,-8840.930538,103.394693,-260.576525,-0.119964,2241711901.25,68936.198181,-2.352248,154.882566,39.839628,218.916641,-285.496192,16754.388992,-58.479483,-227.016714,0.103192,1210880197.75,14747.345299,0.303182,2.65543,139.659574,14.6063,130.26871,-182.014674,8046.241823,-68.465366,-113.549308,0.368581,33743494.554688,1027.13447,15.526174,17.878422,15.222992,119.780581,1.090082,24.068837,-33.868463,281.473589,-13.646775,-20.221688,0.911494,24943.593025,21.727518,35.405167,37.757415,35.101985,19.878993,132.495011,139.448089,128.447476,1324.950068,3.939132,131.509933,'class 1'
155.625,27.972897,362.083436,-129.46875,-29044.1875,260.291778,-389.760527,-0.021554,25708311704.75,219175.0625,156.112858,24.886872,339.747974,-137.917141,-25482.943909,234.947771,-372.864915,-0.022784,18723653568.595703,191831.295776,157.409213,30.729495,236.689581,-194.343822,-6508.41185,94.467266,-288.811093,-0.035977,3594510765,77464.936279,-1.296355,154.229527,40.494956,221.153569,-283.176066,15590.684143,-48.540373,-234.635696,0.109643,1481336183,18248.027924,1.883331,3.179686,139.299821,16.100602,127.846427,-178.183265,7681.607796,-65.324028,-112.859238,0.343168,36121781.71875,1150.188547,16.813036,18.109391,14.929705,119.757407,1.367653,23.808563,-33.494222,275.077452,-13.418986,-20.075237,0.905146,25134.896271,22.388868,36.355451,37.651806,34.47212,19.542414,132.212916,139.516036,127.855678,1322.129143,4.114853,131.323157,'class 1'
156.75,31.306755,383.878354,-204.8125,-18743.125,220.419408,-425.231906,0.090055,34789911378.5,218810.375,156.932114,26.997033,363.084684,-208.686508,-16758.808716,199.524619,-408.211134,0.087025,25607737897.44922,193589.25415,157.158206,29.204207,266.542345,-235.747086,-4620.780914,86.885743,-322.632833,0.05719,5158519542,88546.884277,-0.226092,153.429401,40.798336,225.817537,-280.866686,13830.651733,-33.646508,-247.220178,0.116063,1947488010,24100.887512,3.502713,3.728805,138.839046,17.953366,124.986978,-173.505732,7217.386459,-60.947312,-112.558421,0.3149,40883627.8125,1364.878994,18.093068,18.31916,14.590355,119.72757,1.703807,23.462241,-32.989308,266.244483,-13.054229,-19.935079,0.896031,26247.896179,24.137857,37.204544,37.430635,33.701831,19.111475,131.85195,139.592927,126.969574,1318.519501,4.400782,131.126891,'class 1'
156.75,34.49126,378.857934,-212.5625,-16668.625,209.338947,-421.901443,0.11168,34817146260.5,210744.875,156.867348,29.402099,360.939273,-217.361549,-15370.737183,190.625161,-407.986719,0.109063,25688657623.027344,188680.696533,156.946414,27.366914,279.090984,-246.085112,-5750.7742,91.135244,-337.220362,0.080817,5664257782,96365.029785,-0.079066,153.135662,40.155872,230.862823,-281.423151,12777.262329,-24.063772,-257.359378,0.115937,2337196194,28636.646301,3.731686,3.810752,138.632035,18.685643,124.056676,-171.752188,7016.928513,-58.494441,-113.257748,0.307496,45464187.0625,1539.316967,18.235312,18.314378,14.503626,119.713274,1.843593,23.286602,-32.723948,261.327548,-12.786173,-19.937776,0.890589,27996.079285,26.193507,37.154073,37.233139,33.422387,18.918761,131.688262,139.622532,126.393916,1316.882614,4.614708,131.080928,'class 1'
157.0625,34.267232,378.105341,-244.671875,-12555.46875,186.746703,-431.418574,0.14679,34328616672.875,200398.65625,157.108103,28.922088,361.171399,-246.641188,-11509.185699,170.128273,-416.769471,0.143433,25733271641.270508,179754.219421,156.883265,26.661968,283.312711,-259.143742,-3921.671715,83.142808,-342.286555,0.108561,6082301832.5,94381.296753,0.224837,152.88189,40.546886,230.417225,-279.276927,12238.253204,-20.97251,-258.304416,0.119291,2377662681.5,29519.990219,4.226213,4.001375,138.511772,19.225414,123.16673,-170.371921,6886.757923,-57.508673,-112.863249,0.29932,45803575.296875,1571.222894,18.596331,18.371493,14.370118,119.706797,1.911616,23.205982,-32.609524,259.427223,-12.729985,-19.879539,0.888629,27805.434647,26.19968,37.401305,37.176468,33.175092,18.804974,131.59755,139.63055,126.221424,1315.975506,4.659365,131.041756,'class 1'
157.21875,35.448765,365.992374,-279.601563,-7405.140625,153.491548,-433.093104,0.186535,30718884536.5625,177146.796875,157.19069,29.43676,352.512736,-279.153644,-6832.648666,140.659754,-419.813411,0.182874,23720240345.181152,160711.129059,156.687008,24.500283,291.039799,-275.825142,-2457.384388,75.977043,-351.802191,0.143727,6683782991.75,94046.865051,0.503682,152.480887,40.565474,232.334934,-276.963124,11056.494614,-12.817568,-264.145554,0.122633,2614386177.25,32811.70948,4.709803,4.206121,138.292141,20.118529,121.858276,-168.165962,6657.427801,-55.281567,-112.884396,0.288853,48588708.664063,1697.710113,18.898549,18.394868,14.188747,119.693981,2.03068,23.040493,-32.365766,255.104489,-12.534871,-19.830895,0.883871,28568.223412,27.333368,37.496709,36.993027,32.786906,18.598159,131.429949,139.643606,125.750309,1314.299498,4.816395,131.002089,'class 1'
157.5,35.187399,363.469748,-311.5,-3292,129.874768,-441.374762,0.22041,29603390951,165026,157.406288,28.915178,351.181245,-308.212341,-2946.907227,119.258486,-427.470842,0.216054,23345233328,150252.185059,156.618418,23.687719,294.707735,-288.574523,-588.245605,67.724991,-356.29952,0.170592,7087940640,91611.177734,0.78787,152.227043,40.946248,231.85747,-274.727737,10494.274536,-9.671844,-265.055892,0.125997,2655133248,33723.152588,5.179245,4.391375,138.172705,20.655741,120.977659,-166.795912,6527.4711,-54.292819,-112.503093,0.28096,48959190,1731.088501,19.233583,18.445713,14.054338,119.687666,2.094933,22.960463,-32.252011,253.211376,-12.477704,-19.774307,0.881896,28393.447144,27.359479,37.718622,36.930752,32.539377,18.485039,131.340229,139.649671,125.575658,1313.402298,4.862134,130.967415,'class 1'
157.6875,40.600289,374.386277,-325.078125,8121.4375,116.441144,-441.519264,0.231176,35153594147.875,158063.34375,157.531363,34.414387,361.935911,-321.629623,6662.350769,107.498951,-429.128589,0.22542,27541192838,145296.136108,156.407524,24.670727,305.764618,-300.400708,1725.924255,66.40042,-366.801136,0.172324,8386165236,95451.356567,1.123839,151.860755,40.223097,237.268068,-278.704447,10301.514282,-5.809961,-272.894485,0.127203,2971306837,36742.507843,5.670609,4.546769,137.846242,21.135809,119.797941,-164.35481,6286.255587,-51.110728,-113.244082,0.280545,53524782.625,1977.963667,19.685121,18.561282,14.014512,119.643197,2.284603,22.702603,-31.868246,246.733026,-12.142139,-19.726106,0.869138,29989.713089,29.547764,37.888167,36.764328,32.217558,18.203046,131.087239,139.54996,124.908318,1310.872382,5.125041,130.745954,'class 1'
179.628906,75.466755,245.571368,-145.289063,-22878.765625,168.398779,-313.687838,0.888732,2234268973.5,136155.015625,180.043778,71.75153,233.558322,-149.485565,-18659.4131,147.403145,-296.888702,0.904596,1775985470.375,117524.628853,181.204022,51.265979,181.038187,-167.94926,-2783.275522,54.40027,-222.349522,1.074335,702996059.414063,47772.60281,-1.160243,178.683387,32.143233,157.703774,-205.879107,8367.442525,-35.471354,-170.407752,1.227164,376217928.625,9329.020176,1.360392,2.520635,166.450196,26.62611,123.927397,-172.930083,7213.178207,-63.318419,-109.611665,1.18247,32415516.222656,1076.492219,13.593582,14.753825,12.23319,143.366613,7.887126,34.396656,-47.278094,514.521079,-14.201857,-33.076237,1.163649,401894.923767,178.857283,36.677166,37.837409,35.316774,23.083584,160.758243,167.06538,156.557085,1607.58243,3.592569,160.297298,'class 1'
180.574219,82.148437,240.198929,-176.242188,-14174.546875,128.14698,-304.389164,0.866277,2678441840.5,110916.796875,180.833661,77.589516,228.800431,-178.552064,-10709.618344,108.713439,-287.265493,0.883972,2097104689.125,94818.880577,181.501278,53.514633,181.02288,-187.785884,1403.87549,27.142363,-214.92824,1.080676,710487692.617188,37574.578022,-0.667617,178.692605,32.78489,160.418861,-210.739804,9021.097182,-40.196214,-170.54359,1.249873,368494387.875,8701.017132,2.141056,2.808673,166.387266,26.98548,123.723438,-172.633275,7191.337723,-63.337892,-109.295384,1.194451,31868245.355469,1061.496071,14.446395,15.114012,12.305339,143.327195,8.058229,34.350439,-47.232089,514.564558,-14.298249,-32.933841,1.170861,391089.639465,174.351922,37.506466,38.174083,35.36541,23.060071,160.765761,167.005347,156.550644,1607.657598,3.538153,160.222547,'class 1'
182.242188,71.344968,287.897698,-241.585938,-5570.90625,119.19695,-360.782885,0.703291,10128935038,132043.703125,182.479835,67.460096,273.088906,-237.842206,-3332.789294,101.939457,-339.78166,0.715501,7522685055.125,113332.50705,182.749616,46.519944,202.468722,-212.759534,3913.19211,26.154527,-238.914055,0.843503,1248235923.5,43048.541557,-0.26978,179.543388,27.909367,159.136555,-210.799149,9303.539995,-44.910852,-165.888295,0.944104,321877949.96875,7725.862391,2.936448,3.206228,167.13733,23.513057,126.202299,-175.961748,7457.099386,-64.035076,-111.926672,1.205138,35737555.851563,1149.233415,15.342505,15.612285,12.406057,143.562337,6.993239,35.15365,-48.270704,535.628647,-14.41917,-33.851534,1.177534,444060.00769,189.442182,38.917498,39.187279,35.981051,23.574993,161.107482,167.202561,156.716099,1611.074815,3.57309,160.772895,'class 1'
182.5,67.167521,297.625137,-245.75,-4906,123.948278,-369.698277,0.686409,11478966592,138280.5,182.731607,63.62859,281.813656,-241.288151,-2891.723114,106.982155,-348.270306,0.697019,8509126340,118964.849609,182.914352,44.313153,204.897617,-211.889442,3649.012268,30.914572,-242.804008,0.805972,1341888272,45231.525146,-0.182745,179.710062,26.632655,157.876348,-209.303879,9190.804016,-45.093594,-164.210283,0.882671,309608883,7577.392395,3.021545,3.20429,167.312069,22.534319,126.735055,-176.689991,7517.690979,-64.219413,-112.470578,1.204081,36596920.75,1166.68573,15.419538,15.602283,12.397993,143.622353,6.673392,35.338704,-48.507557,540.391678,-14.428711,-34.078846,1.177234,458919.292969,193.720882,39.109255,39.292,36.087709,23.689716,161.159376,167.195724,156.720028,1611.593765,3.576255,160.889521,'class 1'
184,64.210171,320.931587,-293.625,6748,94.523902,-388.148901,0.571514,16210227552,130764.75,184.080184,60.637567,303.163748,-284.906881,7303.900925,79.975777,-364.882662,0.580195,11951889550,112205.464844,183.613644,41.510725,214.679487,-233.145611,7635.095795,15.136227,-248.281834,0.671338,1642824568,41441.299927,0.46654,180.069121,24.568188,158.504376,-211.627785,9649.768158,-50.087825,-161.539958,0.714845,280035884.5,6761.3862,4.011063,3.544522,167.604338,20.942016,127.627929,-177.879484,7617.222015,-64.533324,-113.34616,1.21281,38003924.625,1194.467224,16.475846,16.009306,12.464784,143.705418,6.214107,35.671252,-48.943525,549.981789,-14.528973,-34.414552,1.183252,479084.806641,198.4126,40.374766,39.908226,36.363704,23.89892,161.280583,167.129112,156.721125,1612.80584,3.539263,161.082641,'class 1'
185.6875,55.16525,317.150095,-282.0625,3323.75,99.213589,-381.276092,0.803845,14407060496,127512.875,185.5122,52.173753,299.189936,-273.109317,4027.527153,86.097169,-359.206494,0.807215,10709878547,110082.321045,184.078818,35.947358,206.296825,-218.772045,5509.552658,23.617451,-242.389494,0.835626,1531037828,40904.891418,1.433382,180.691691,20.090332,152.23154,-204.664286,9168.456711,-51.932742,-152.731542,0.788312,221332435.25,5684.27684,4.820509,3.387127,168.283555,17.004278,129.661717,-180.701783,7859.279861,-65.500562,-115.20122,1.21294,40537773.6875,1236.944191,17.228645,15.795263,12.408136,143.936872,4.897022,36.381328,-49.862,568.952095,-14.617689,-35.244311,1.184303,533203.65332,213.164214,41.575328,40.141947,36.754819,24.346684,161.463326,167.057154,156.698464,1614.633289,3.512141,161.41618,'class 1'
189.695313,53.832953,324.700433,-349.726563,20343.65625,28.75545,-378.482018,0.899868,16987278802,86490.671875,188.946757,50.202727,306.188798,-334.556902,19099.111705,21.070651,-355.627566,0.899023,12652959231.875,74021.592316,185.420683,31.865765,207.605753,-247.964919,11996.026991,-15.24657,-232.718351,0.888151,1670681472.5,24915.032722,3.526074,181.526052,15.403536,150.819379,-206.694063,9938.943266,-63.377034,-143.31703,0.756025,138914878.28125,3351.532309,7.420705,3.894631,169.020275,12.814893,131.869096,-183.705386,8118.580927,-66.575454,-117.129932,1.234321,43178448.585938,1278.722587,19.926482,16.400408,12.505777,144.153179,3.615522,37.197032,-50.93772,592.801842,-14.885525,-36.052196,1.19861,582315.915161,224.125563,44.793578,41.267504,37.372873,24.867096,161.729252,166.866106,156.660729,1617.292559,3.395858,161.767089,'class 1'
190.367188,52.154253,322.038572,-353.109375,18414.3125,31.753204,-384.862584,0.696058,17163986576,89869.46875,189.538727,48.386355,303.519691,-337.684755,17650.211943,23.363699,-361.048467,0.694245,12860125998,76312.828583,185.749389,29.792715,205.934834,-251.783126,12424.996197,-18.301334,-233.481794,0.674469,1765792436,23447.695709,3.789338,181.785185,13.622962,151.384806,-208.967197,10361.438049,-69.542921,-139.424277,0.50134,111161934.828125,2576.222936,7.753542,3.964204,169.23541,11.110232,132.324285,-184.342916,8178.223171,-66.98881,-117.354105,1.245681,43133734.90625,1269.755123,20.303317,16.513979,12.549775,144.211092,3.12055,37.48001,-51.317546,601.849872,-15.022539,-36.295007,1.206371,596018.642578,226.287733,45.327635,41.538297,37.574093,25.024318,161.769722,166.575896,156.638,1617.697256,3.325757,161.980834,'class 1'
188.1875,48.86225,249.229636,-205,-8481.71875,106.616043,-311.616043,0.727979,5495997678.125,94056.875,187.483836,45.403686,234.238712,-201.054133,-6024.911959,92.456249,-293.51039,0.725921,4370977806.875,79855.206665,184.509055,28.558959,161.204751,-180.129853,3098.662502,17.300619,-197.430473,0.681009,910443351.509766,24114.407327,2.97478,181.628984,13.115488,144.639417,-200.226616,9482.165665,-68.998361,-131.228257,0.55075,86273246.265625,2263.455674,5.854852,2.880072,169.267884,9.991443,131.917882,-183.895513,8152.670456,-67.358101,-116.537412,1.246389,40951482.328125,1211.321698,18.215952,15.241172,12.3611,144.262607,2.494259,37.544443,-51.382715,602.638103,-14.963882,-36.418833,1.205884,607509.916016,230.216009,43.221229,40.246448,37.366377,25.005277,161.578364,166.087513,156.419764,1615.783667,3.269109,161.963537,'class 1'
187.25,45.396754,238.907702,-175.5,-12970.375,129.914396,-305.414392,0.314437,5685510627.5,104987.5,186.709924,42.114918,223.192467,-173.95603,-9881.333242,113.097231,-287.053265,0.311654,4502791528.5,88581.077637,184.358346,26.432064,152.091755,-168.953124,2118.664047,22.434366,-191.387491,0.243801,920592449.679688,24998.713985,2.351579,181.66202,12.419576,144.971195,-201.664222,9744.046875,-74.012839,-127.651383,0.21258,68634770.9375,1821.829403,5.047904,2.696325,169.302748,9.239703,131.650713,-183.559688,8131.353333,-67.567199,-115.992489,1.258042,39590022.6875,1175.107449,17.407176,15.055597,12.359272,144.276778,2.222447,37.65007,-51.521657,606.264673,-15.034512,-36.487145,1.213051,610632.1875,230.172647,42.433146,40.081567,37.385242,25.02597,161.503875,165.625275,156.336396,1615.038765,3.190476,162.095574,'class 1'
187,41.581546,234.954845,-169.5,-19341.4375,151.317967,-320.817959,-0.206991,6358159073.25,124699.75,186.567652,38.430893,218.415336,-168.468655,-15131.072961,131.643878,-300.112535,-0.21112,5027869088.75,104445.425537,184.560785,23.867311,148.540044,-169.861829,1452.878349,24.191201,-194.05303,-0.302444,1020738559.566406,26991.537592,2.006867,181.843533,11.005027,146.671569,-205.419962,10294.757294,-82.429708,-122.990255,-0.272865,43311845.40625,1132.354975,4.724119,2.717252,169.43283,7.742617,131.658707,-183.641025,8152.021698,-68.150231,-115.490794,1.274201,37869348.28125,1122.540712,17.134822,15.127955,12.410703,144.305235,1.810066,37.869637,-51.831525,614.660686,-15.226668,-36.604858,1.223606,613799.621094,228.549511,42.262417,40.25555,37.538298,25.127595,161.496848,165.058802,156.373516,1614.968472,3.071451,162.39446,'class 1'
186.125,39.94784,222.383982,-146,-20904.625,160.005984,-306.005975,-0.483808,6200420565.5,125470.5,185.844398,36.916625,205.437489,-147.061348,-16516.947004,138.838123,-285.899471,-0.48896,4895621702.5,104746.482422,184.389475,22.984653,139.19157,-161.019986,1026.692764,23.3339,-184.353886,-0.611846,988561384.679688,26085.040356,1.454923,181.824821,10.946316,146.62251,-205.948756,10417.742859,-85.10471,-120.844047,-0.408419,32803770.9375,856.154385,4.019577,2.564654,169.429492,7.553862,131.370024,-183.267247,8125.458313,-68.26766,-114.999588,1.283101,36749265.4375,1093.311413,16.414906,14.959983,12.395329,144.309444,1.714094,37.910895,-51.883725,616.121225,-15.262856,-36.620871,1.228759,613918.257813,228.107584,41.534954,40.080031,37.515377,25.120048,161.423587,164.721221,156.290068,1614.235847,3.012502,162.416208,'class 1'
185.90625,37.198142,224.753561,-149.375,-24147.25,167.141515,-316.516506,-0.699396,6582226673,136494.5,185.702677,34.228911,207.403142,-150.686908,-19092.385325,144.626816,-295.313722,-0.705744,5232234612.375,113657.433537,184.498542,21.070537,141.32183,-166.83056,1043.890762,21.794142,-188.624702,-0.839682,1096437127.191406,27432.57733,1.204135,181.858071,10.799493,148.621179,-209.430701,10865.143707,-89.821905,-119.608796,-0.603112,21371993.53125,520.601089,3.844605,2.640471,169.419962,7.518713,131.031695,-182.866048,8101.85331,-68.612514,-114.253533,1.295639,35003480.75,1043.866371,16.282714,15.07858,12.438109,144.298035,1.766706,37.970444,-51.981357,619.470374,-15.392192,-36.589167,1.236171,607588.012207,224.761102,41.404642,40.200507,37.560036,25.121927,161.364253,164.439629,156.325932,1613.642494,2.927821,162.42643,'class 1'
185.34375,30.974922,255.145795,-181.625,-26266.75,158.089913,-339.714911,-0.437131,7093903775,150477.5,185.259045,28.016715,237.6963,-183.143787,-20339.945844,135.465796,-318.609582,-0.445769,5853735014.625,125475.066006,184.505609,16.476034,166.256396,-195.551806,2627.94725,14.687546,-210.239347,-0.556286,1466306246.714844,31262.792345,0.753436,181.521529,13.784113,155.453057,-219.014982,11899.041595,-93.18815,-125.826831,-0.423275,27683879.71875,584.961831,3.737516,2.984079,168.98011,11.547455,129.003756,-180.23833,7898.323753,-68.860427,-111.377903,1.32067,29942518.25,913.105309,16.278935,15.525499,12.541419,144.148004,3.222529,37.681678,-51.64991,614.466599,-15.573611,-36.076299,1.248145,563053.272949,210.624085,41.111041,40.357604,37.373525,24.832106,161.030034,164.472109,156.417488,1610.300316,2.790245,161.638532,'class 1'
185.0625,27.863312,270.341912,-197.75,-27326.5,153.564111,-351.314114,-0.305999,7349742326,157469,185.037229,24.910617,252.842878,-199.372226,-20963.726103,130.885286,-330.257512,-0.315782,6164485215.75,131383.88224,184.509142,14.178782,178.723679,-209.912429,3419.975494,11.134247,-221.04667,-0.414588,1651240806.476563,33177.899853,0.528087,181.353258,15.276423,158.868996,-223.807122,12415.99054,-94.871272,-128.935849,-0.333356,30839822.8125,617.142202,3.683971,3.155884,168.760184,13.561827,127.989787,-178.924471,7796.558975,-68.984383,-109.940088,1.333185,27412037,847.724777,16.277045,15.748958,12.593074,144.072989,3.95044,37.537295,-51.484187,611.964712,-15.664321,-35.819866,1.254131,540785.90332,203.555577,40.96424,40.436153,37.280269,24.687195,160.862925,164.488348,156.463265,1608.629227,2.721456,161.244583,'class 1'
184.78125,24.751702,285.538029,-213.875,-28386.25,149.03831,-362.913317,-0.174867,7605580877,164460.5,184.815413,21.804519,267.989457,-215.600666,-21587.506362,126.304776,-341.905442,-0.185794,6475235416.875,137292.698475,184.512675,11.881531,191.190962,-224.273052,4212.003738,7.580949,-231.853993,-0.27289,1836175366.238281,35093.00736,0.302738,181.184987,16.768733,162.284935,-228.599263,12932.939484,-96.554394,-132.044867,-0.243437,33995765.90625,649.322574,3.630426,3.327688,168.540258,15.576198,126.975818,-177.610612,7694.794197,-69.10834,-108.502272,1.345701,24881555.75,782.344246,16.275156,15.972418,12.644729,143.997974,4.678351,37.392912,-51.318464,609.462825,-15.755031,-35.563432,1.260118,518518.533691,196.487068,40.81744,40.514702,37.187013,24.542284,160.695815,164.504588,156.509043,1606.958138,2.652668,160.850633,'class 1'
184.5,21.640092,300.734146,-230,-29446,144.512508,-374.51252,-0.043735,7861419428,171452,184.593597,18.698421,283.136036,-231.829105,-22211.286621,121.724266,-353.553371,-0.055807,6785985618,143201.514709,184.516209,9.584279,203.658245,-238.633675,5004.031982,4.027651,-242.661316,-0.131192,2021109926,37008.114868,0.077389,181.016716,18.261043,165.700874,-233.391403,13449.888428,-98.237516,-135.153885,-0.153518,37151709,681.502945,3.576881,3.499493,168.320332,17.590569,125.961849,-176.296753,7593.029419,-69.232296,-107.064457,1.358216,22351074.5,716.963715,16.273266,16.195877,12.696384,143.922958,5.406263,37.248529,-51.15274,606.960938,-15.845741,-35.306998,1.266105,496251.164063,189.41856,40.670639,40.59325,37.093758,24.397373,160.528706,164.520828,156.554821,1605.287048,2.58388,160.456684,'class 1'
184.890625,22.171076,310.205056,-254.1875,-22227,124.553836,-378.741345,-0.021403,8230123113.75,163024,184.922077,19.273429,292.21897,-253.866542,-15993.342804,103.7462,-357.612741,-0.033573,7049989516.875,136285.411434,184.541336,10.404194,209.792755,-249.560613,7155.946121,-4.071731,-245.488873,-0.109643,2036239605.625,35521.366219,0.380741,180.855351,19.108646,167.129772,-235.435518,13710.141159,-99.574321,-135.861195,-0.12749,36424639.90625,661.481206,4.066727,3.685985,168.146926,18.309308,125.311582,-175.42586,7524.763176,-69.134209,-106.291651,1.314652,21559567.320313,695.044292,16.775152,16.39441,12.708425,143.866853,5.643641,37.104083,-50.971804,603.372695,-15.85725,-35.114552,1.267641,484410.243408,185.790099,41.055224,40.674483,36.988497,24.280072,160.386467,164.330245,156.537026,1603.86467,2.534394,160.287105,'class 1'
