,name,tp,fp,fn,avg_area,avg_circularity
0,37_y.png,1,4,5,309.4,0.41962659799999996
0,Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,0,0.0,0.0
0,Mar19bS2C1R1_LHl_200x_y.png,1,0,7,1580.0,0.58951022
0,Mar20bS1C1R3_VLPAGl_200x_y.png,1,0,0,282.0,0.54591868
0,Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,5,0.0,0.0
0,Mar23bS1C5R2_DMr_200x_y.png,1,0,12,251.0,0.69026548
0,Mar26bS2C1R1_LHr_200x_y.png,2,0,6,593.5,0.46884048
0,Mar27bS1C2R2_LHr_200x_y.png,6,2,23,522.25,0.47935798875
0,MAR38S1C3R1_DMR_20_o.png,25,5,35,410.43333333333334,0.47927542433333337
0,MAR55S3C2R2_VLPAGR_20_o.png,7,5,14,471.5833333333333,0.5445289983333333
