 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,112,255,0,255,255,255,274.77678571,8.64285714,274.77678571,8.64285714,46.28427125,270,0,10,17,17.03370547,8.37180314,76.76169173,0.65699343,18.02775638,28560,255,NaN,NaN,100,28560,272,17,70.55996517,9.53514126,2.03465194,0.49148455,0.84210526,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,117,255,0,255,255,255,316.28632479,4.38888889,316.28632479,4.38888889,44.04163056,309,0,16,11,13.90212704,10.71555642,13.82211799,0.75799955,16.12451550,29835,255,NaN,NaN,100,29835,309,0,172.87498365,11.00000000,1.29737799,0.77078539,0.90697674,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,157,255,0,255,255,255,399.08598726,9.27070064,399.08598726,9.27070064,55.35533906,391,0,16,18,19.96240482,10.01375387,127.78850501,0.64385858,22.20360331,40035,255,NaN,NaN,100,40035,393,0,125.83765295,11.18033989,1.99349865,0.50163064,0.86027397,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,39,255,0,255,255,255,770.55128205,2.60256410,770.55128205,2.60256410,28.38477631,766,0,9,7,7.76546626,6.39450878,165.13411044,0.60827997,9.21954446,9945,255,NaN,NaN,100,9945,766,0,139.39870535,7.00000000,1.21439606,0.82345458,0.80412371,1
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,29,255,0,255,255,255,1048.50000000,1.22413793,1048.50000000,1.22413793,27.89949494,1042,0,13,3,12.28697712,3.00512864,0.00000000,0.46818250,13.03840481,7395,255,NaN,NaN,100,7395,1042,0,175.60129465,3.00000000,4.08866927,0.24457835,0.87878788,0
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,39,255,0,255,255,255,1172.14102564,10.93589744,1172.14102564,10.93589744,25.21320344,1168,8,9,7,9.50277473,5.22545716,31.64303395,0.77093616,10.81665383,9945,255,NaN,NaN,100,9945,1168,14,33.69006753,6.36396103,1.81855375,0.54988751,0.84782609,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,86,255,0,255,255,255,458.83720930,17.60465116,458.83720930,17.60465116,39.11269837,453,12,11,12,12.23345327,8.95075155,130.91539781,0.70643589,14.21267040,21930,255,NaN,NaN,100,21930,455,12,129.28940686,10.28591270,1.36675152,0.73166189,0.84313725,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,142,255,0,255,255,255,56.20422535,22.82394366,56.20422535,22.82394366,47.69848481,50,14,14,16,16.93016502,10.67916439,130.66018703,0.78431233,18.60107524,36210,255,NaN,NaN,100,36210,53,14,126.25383774,11.92605422,1.58534548,0.63077734,0.89308176,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,150,255,0,255,255,255,160.84666667,22.52666667,160.84666667,22.52666667,46.87005769,154,15,14,14,14.91196844,12.80756008,62.84782434,0.85804516,16.64331698,38250,255,NaN,NaN,100,38250,154,29,32.73522627,13.53201332,1.16430986,0.85887790,0.92592593,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,53,255,0,255,255,255,240.89622642,23.74528302,240.89622642,23.74528302,31.45584412,236,19,11,9,11.03934171,6.11283694,147.27677694,0.67310535,12.52996409,13515,255,NaN,NaN,100,13515,236,21,151.38954033,7.07106781,1.80592772,0.55373202,0.80303030,1
