,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.5531914893617021,0.23008849557522124,0.325,0.19402985074626866,6.6,0.0584070796460177,,,,
0,classifier10,0.2876712328767123,0.19811320754716982,0.2346368715083799,0.13291139240506328,3.3,0.031132075471698113,,,,
0,classifier1000,0.5714285714285714,0.10344827586206896,0.17518248175182483,0.096,9.5,0.08189655172413793,,,,
0,classifier11,0.3402061855670103,0.3113207547169811,0.32512315270935965,0.19411764705882353,0.9,0.008490566037735849,,,,
0,classifier13,0.36082474226804123,0.330188679245283,0.3448275862068965,0.20833333333333334,0.9,0.008490566037735849,,,,
0,classifier14lap,0.47058823529411764,0.3018867924528302,0.367816091954023,0.22535211267605634,3.8,0.035849056603773584,,,,
0,classifier15,0.5230769230769231,0.32075471698113206,0.3976608187134502,0.24817518248175183,4.1,0.03867924528301887,,,,
0,classifier16,0.5454545454545454,0.5094339622641509,0.5268292682926828,0.3576158940397351,0.7,0.006603773584905661,,,,
0,classifier17,0.5955056179775281,0.5,0.5435897435897437,0.3732394366197183,1.7,0.016037735849056604,,,,
0,classifier18,0.6571428571428571,0.42592592592592593,0.5168539325842697,0.3484848484848485,3.8,0.03518518518518519,,,,
0,classifier19,0.46987951807228917,0.36792452830188677,0.4126984126984127,0.26,2.3,0.021698113207547172,,,,
0,classifier2,0.3793103448275862,0.10377358490566038,0.16296296296296298,0.08870967741935484,7.7,0.07264150943396226,,,,
0,classifier20,0.42,0.39622641509433965,0.4077669902912621,0.25609756097560976,0.6,0.0056603773584905665,,,,
0,classifier2000,0.008403361344537815,0.009174311926605505,0.008771929824561405,0.004405286343612335,-1.0,-0.009174311926605505,,,,
0,classifier2001,0.53125,0.32075471698113206,0.4,0.25,4.2,0.03962264150943397,,,,
0,classifier2002,0.27350427350427353,0.29906542056074764,0.28571428571428575,0.16666666666666666,-1.0,-0.009345794392523364,,,,
0,classifier21,0.40625,0.36792452830188677,0.3861386138613861,0.2392638036809816,1.0,0.009433962264150945,,,,
0,classifier22,0.4639175257731959,0.42452830188679247,0.4433497536945813,0.2848101265822785,0.9,0.008490566037735849,,,,
0,classifier23,0.5510204081632653,0.5094339622641509,0.5294117647058822,0.36,0.8,0.007547169811320755,,,,
0,classifier24,0.4375,0.46226415094339623,0.44954128440366975,0.28994082840236685,-0.6,-0.0056603773584905665,,,,
0,classifier25,0.452991452991453,0.5,0.4753363228699552,0.31176470588235294,-1.1,-0.010377358490566039,,,,
0,classifier4,0.4583333333333333,0.09482758620689655,0.15714285714285717,0.08527131782945736,9.2,0.07931034482758621,,,,
0,classifier7,0.6166666666666667,0.3425925925925926,0.4404761904761905,0.2824427480916031,4.8,0.04444444444444444,,,,
0,classifier9,0.2988505747126437,0.24528301886792453,0.2694300518134715,0.15568862275449102,1.9,0.017924528301886792,,,,
