,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.30718954248366015,0.44339622641509435,0.362934362934363,0.22169811320754718,-4.7,-0.04433962264150944,,,,
0,classifier10,0.06751054852320675,0.3018867924528302,0.1103448275862069,0.058394160583941604,-36.8,-0.34716981132075475,,,,
0,classifier1000,0.463768115942029,0.29357798165137616,0.3595505617977528,0.2191780821917808,4.0,0.03669724770642202,,,,
0,classifier11,0.10070671378091872,0.5377358490566038,0.16964285714285712,0.09268292682926829,-46.0,-0.4339622641509434,,,,
0,classifier13,0.13100436681222707,0.5660377358490566,0.21276595744680854,0.11904761904761904,-35.2,-0.33207547169811324,,,,
0,classifier14lap,0.22727272727272727,0.03968253968253968,0.06756756756756757,0.03496503496503497,10.4,0.08253968253968254,,,,
0,classifier15,,0.0,,0.0,21.2,0.1,,,,
0,classifier16,,0.0,,0.0,21.2,0.1,,,,
0,classifier17,,0.0,,0.0,21.2,0.1,,,,
0,classifier18,0.36,0.07142857142857142,0.11920529801324503,0.06338028169014084,10.1,0.08015873015873017,,,,
0,classifier19,0.2702702702702703,0.09009009009009009,0.13513513513513514,0.07246376811594203,7.4,0.06666666666666667,,,,
0,classifier2,0.08778625954198473,0.2169811320754717,0.125,0.06666666666666667,-15.6,-0.1471698113207547,,1.8986323727711177e-08,,
0,classifier20,0.30612244897959184,0.13513513513513514,0.18750000000000003,0.10344827586206896,6.2,0.055855855855855854,,,,
0,classifier2000,0.0008176614881439084,0.009433962264150943,0.001504890895410083,0.0007530120481927711,-111.7,-1.0537735849056604,,1.0612540963439885e-15,,
0,classifier2001,0.1152073732718894,0.4716981132075472,0.1851851851851852,0.10204081632653061,-32.8,-0.309433962264151,,4.4486947717928484e-10,,
0,classifier2002,0.059548254620123205,0.5471698113207547,0.1074074074074074,0.05675146771037182,-86.8,-0.8188679245283019,,7.179573652321577e-13,,
0,classifier21,0.28,0.05555555555555555,0.09271523178807946,0.04861111111111111,10.1,0.08015873015873017,,,,
0,classifier22,0.2857142857142857,0.07936507936507936,0.12422360248447203,0.06622516556291391,9.1,0.07222222222222222,,,,
0,classifier23,0.3103448275862069,0.07142857142857142,0.11612903225806451,0.06164383561643835,9.7,0.07698412698412699,,,,
0,classifier24,0.16666666666666666,0.0990990990990991,0.12429378531073446,0.06626506024096386,4.5,0.04054054054054054,,,,
0,classifier25,0.14,0.06306306306306306,0.08695652173913043,0.045454545454545456,6.1,0.05495495495495496,,,,
0,classifier4,0.12171052631578948,0.3490566037735849,0.18048780487804877,0.09919571045576407,-19.8,-0.1867924528301887,,,,
0,classifier7,0.12171052631578948,0.3490566037735849,0.18048780487804877,0.09919571045576407,-19.8,-0.1867924528301887,,,,
0,classifier9,0.12171052631578948,0.3490566037735849,0.18048780487804877,0.09919571045576407,-19.8,-0.1867924528301887,,,,
