,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.22784810126582278,0.5094339622641509,0.314868804664723,0.18685121107266436,-13.1,-0.12358490566037736,,,,
0,classifier10,0.06428571428571428,0.8490566037735849,0.11952191235059759,0.0635593220338983,-129.4,-1.2207547169811321,,,,
0,classifier1000,0.47058823529411764,0.3669724770642202,0.41237113402061853,0.2597402597402597,2.4,0.022018348623853212,,,,
0,classifier11,0.0718954248366013,0.8301886792452831,0.13233082706766916,0.07085346215780998,-111.8,-1.0547169811320756,,,,
0,classifier13,0.06155015197568389,0.7641509433962265,0.1139240506329114,0.06040268456375839,-121.0,-1.141509433962264,,,,
0,classifier14lap,0.08823529411764706,0.023809523809523808,0.0375,0.01910828025477707,9.2,0.073015873015873,,,,
0,classifier15,,0.0,,0.0,21.2,0.1,,,,
0,classifier16,,0.0,,0.0,21.2,0.1,,,,
0,classifier17,,0.0,,0.0,21.2,0.1,,,,
0,classifier18,0.36666666666666664,0.0873015873015873,0.14102564102564102,0.07586206896551724,9.6,0.07619047619047618,,,,
0,classifier19,0.23076923076923078,0.10810810810810811,0.147239263803681,0.07947019867549669,5.9,0.05315315315315315,,,,
0,classifier2,0.26646706586826346,0.839622641509434,0.4045454545454546,0.2535612535612536,-22.8,-0.21509433962264152,,,,
0,classifier20,0.175,0.12612612612612611,0.14659685863874344,0.07909604519774012,3.1,0.027927927927927927,,,,
0,classifier21,0.08695652173913043,0.031746031746031744,0.04651162790697674,0.023809523809523808,8.0,0.06349206349206349,,,,
0,classifier22,0.17647058823529413,0.07142857142857142,0.10169491525423728,0.05357142857142857,7.5,0.05952380952380952,,,,
0,classifier23,0.1702127659574468,0.06349206349206349,0.09248554913294797,0.048484848484848485,7.9,0.0626984126984127,,,,
0,classifier24,0.1,0.09009009009009009,0.0947867298578199,0.04975124378109453,1.1,0.00990990990990991,,,,
0,classifier25,0.056338028169014086,0.036036036036036036,0.04395604395604395,0.02247191011235955,4.0,0.036036036036036036,,,,
0,classifier4,0.13793103448275862,0.031746031746031744,0.051612903225806445,0.026490066225165563,9.7,0.07698412698412699,,,,
0,classifier7,0.19572953736654805,0.5188679245283019,0.2842377260981912,0.16566265060240964,-17.5,-0.1650943396226415,,,,
0,classifier9,0.11038961038961038,0.32075471698113206,0.1642512077294686,0.08947368421052632,-20.2,-0.19056603773584907,,,,
