,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier,0.6086956521739131,0.2781456953642384,0.38181818181818183,0.23595505617977527,8.2,0.054304635761589407,0.44505233447127274,0.016940334336906945,0.00011533023119807529,0.0005452972457140798
0,classifier10,1.0,0.15894039735099338,0.2742857142857143,0.15894039735099338,12.7,0.08410596026490066,0.43443382014810583,--,6.803461512495564e-05,0.0012541744275733522
0,classifier11,0.8285714285714286,0.3841059602649007,0.5248868778280543,0.3558282208588957,8.1,0.05364238410596026,0.5610897990366399,0.15047196596830228,0.00020604520968306946,0.0028460539004739973
0,classifier12,0.8444444444444444,0.25165562913907286,0.3877551020408163,0.24050632911392406,10.6,0.07019867549668875,0.4826682089839984,0.1882509545618327,9.774430305109143e-05,0.0017507943153471644
0,classifier13,0.0,0.0,,0.0,14.7,0.09735099337748344,,0.0,0.0,--
0,classifier14,0.75,0.07947019867549669,0.1437125748502994,0.07741935483870968,13.5,0.08940397350993377,0.21410256410256412,0.2835110642276422,1.9086622173921153e-09,0.002518249169251894
0,classifier15,0.8444444444444444,0.25165562913907286,0.3877551020408163,0.24050632911392406,10.6,0.07019867549668875,0.4800688947349793,0.1205731717314759,8.919294550543745e-05,0.0015586849105671823
0,classifier16,0.0,0.0,,0.0,14.7,0.09735099337748344,,0.0,0.0,--
0,classifier17,0.8125,0.08609271523178808,0.15568862275449102,0.08441558441558442,13.5,0.08940397350993377,0.20991452991452988,0.36321746764912277,6.627275822328022e-10,0.00011103213449457031
0,classifier18,0.8611111111111112,0.2052980132450331,0.3315508021390374,0.1987179487179487,11.5,0.076158940397351,0.3993318539537027,0.21790405738404858,7.060438979347264e-05,0.0015119945094676463
0,classifier19,0.8333333333333334,0.09933774834437085,0.17751479289940827,0.09740259740259741,13.3,0.08807947019867549,0.2279820537885054,0.36321746764912277,6.683689768858892e-10,5.519297760780851e-05
0,classifier2,0.859375,0.36423841059602646,0.5116279069767442,0.34375,8.7,0.05761589403973509,0.4676612548092523,0.18965367135955713,9.604730632995674e-06,0.0012587010371153866
0,classifier20,0.6428571428571429,0.059602649006622516,0.10909090909090909,0.057692307692307696,13.7,0.09072847682119205,0.1369983416252073,0.14305061233975236,6.536474607760554e-12,0.00018541219908333533
0,classifier200,0.75,0.019867549668874173,0.03870967741935484,0.019736842105263157,14.7,0.09735099337748344,0.1245653253849975,0.4226497308103743,1.7991441993789805e-11,0.005454854724090692
0,classifier201,0.32222222222222224,0.19205298013245034,0.24066390041493774,0.13679245283018868,6.1,0.04039735099337748,0.35713260316918854,0.006894921042897251,9.469885145195405e-05,0.0005786815932894546
0,classifier202,0.8793103448275862,0.33774834437086093,0.48803827751196166,0.3227848101265823,9.3,0.06158940397350994,0.5050880492056963,0.24470423444674277,0.00016670372540824617,0.000992439174404405
0,classifier21,0.8857142857142857,0.2052980132450331,0.3333333333333333,0.2,11.6,0.07682119205298013,0.31998297838815076,0.2723099831885504,7.866696296471631e-08,4.488985566814707e-05
0,classifier22,0.9387755102040817,0.304635761589404,0.46,0.2987012987012987,10.2,0.06754966887417219,0.45859291992659135,0.23921002498550856,0.00016264429052410966,0.003807318360186908
0,classifier23,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier24,0.0,0.0,,0.0,14.9,0.09867549668874173,,0.0,0.0,--
0,classifier25,,0.0,,0.0,15.1,0.1,,--,0.0,--
0,classifier3,0.9117647058823529,0.4105960264900662,0.5662100456621004,0.39490445859872614,8.3,0.05496688741721854,0.5789297414297413,0.17714047715163492,0.0003011638725075858,0.0037378521879744622
0,classifier4,1.0,0.2119205298013245,0.34972677595628415,0.2119205298013245,11.9,0.07880794701986756,0.38605664488017427,--,8.985929252685339e-08,3.932270590945293e-05
0,classifier5,0.84375,0.17880794701986755,0.2950819672131147,0.17307692307692307,11.9,0.07880794701986756,0.3184822787562514,0.2734221764303571,1.2259437169886842e-08,1.191234638830049e-05
0,classifier6,0.8833333333333333,0.3509933774834437,0.5023696682464455,0.33544303797468356,9.1,0.06026490066225165,0.5645879645879646,0.0949857928087529,0.0002262852844451832,0.0018360383817455279
0,classifier7,1.0,0.12582781456953643,0.2235294117647059,0.12582781456953643,13.2,0.08741721854304636,0.30894634776987717,--,6.900785003385921e-09,8.321054752690914e-06
0,classifier8,0.9411764705882353,0.31788079470198677,0.4752475247524752,0.3116883116883117,10.0,0.06622516556291391,0.4951112193047676,0.3129956115295797,3.014047268617797e-06,6.072171881125987e-05
0,classifier9,0.4,0.026490066225165563,0.049689440993788817,0.025477707006369428,14.1,0.09337748344370861,0.12649342891278373,0.04343949485670276,3.0631012734073345e-12,0.003918785917742486
