,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier10,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier11,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier12,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier13,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier14,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier15,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier16,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier17,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier18,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier19,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier2,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier20,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier21,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier22,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier23,,0.0,,0.0,10.6,0.1,,--,0.0,--
0,classifier24,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier25,,0.0,,0.0,10.6,0.1,,--,0.0,--
0,classifier3,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier4,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier5,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier6,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier7,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier8,,0.0,,0.0,21.2,0.1,,--,0.0,--
0,classifier9,,0.0,,0.0,21.2,0.1,,--,0.0,--
