,class,prec,reca,F1,accuracy,MAE,MPE,mean_F1_ev0,mean_F1_ev1,perc_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.897766323024055,0.7910673732021196,0.8410462776659959,0.7256944444444444,15.7,0.011884935654806965,0.8226003745717694,0.8572725271404898,0.08225308513627744,0.98172008109333,0.47784833631365886
0,classifier2,0.7901591895803184,0.8266464799394398,0.8079911209766926,0.6778398510242085,-6.1,-0.004617713853141559,0.7610167700889479,0.8574421289202581,0.021041375809424268,0.48441272064581586,0.07940375844702091
0,classifier3,0.8458646616541353,0.6813020439061317,0.7547169811320754,0.6060606060606061,25.7,0.019454958364875093,0.7509673291574754,0.745955399406105,0.03912027075214169,0.4347594198972742,0.9235430829081046
