,class,prec,reca,F1,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,perc_geno_ttest_pval,recall_geno_ttest_pval
0,classifier1,0.8421913327882257,0.7797123391370174,0.809748427672956,0.8232779989103352,0.8098226548482377,0.799183924608822,0.016983363364578334,0.1263909686454681
0,classifier2,0.7377153797064454,0.8750946252838758,0.8005540166204986,0.017242166375869807,0.764645550084744,0.8486365958351193,0.0002506264867640598,0.13437548911462788
0,classifier3,0.839134524929445,0.6752460257380772,0.7483221476510067,0.7885373267668508,0.7489752520505892,0.7347336814917891,0.06367679376371856,0.3874526154831207
