,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,mean_F1_ev1,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.897766323024055,0.7910673732021196,0.8410462776659959,0.7256944444444444,15.7,0.011884935654806965,1.0,,0.8399364508561297,1.0,1.0
0,classifier2,0.7901591895803184,0.8266464799394398,0.8079911209766926,0.6778398510242085,-6.1,-0.004617713853141559,1.0,,0.809229449504603,1.0,1.0
0,classifier3,0.8458646616541353,0.6813020439061317,0.7547169811320754,0.6060606060606061,25.7,0.019454958364875093,1.0,,0.7484613642817901,1.0,1.0
