,class,precision,recall,F1,accuracy,MAE,MPE,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,precision_geno_ttest_pval,recall_geno_ttest_pval,precision_F_value,precision_P_value,recall_F_value,recall_P_value,F1_F_value,F1_P_value
0,classifier1,0.897766323024055,0.7910673732021196,0.8410462776659959,0.7256944444444444,15.7,0.011884935654806965,,,,,,1.1495030946274902,0.4304569117365169,1.5792394834415935,0.3108065798266357,0.7007629051734302,0.6238416252686008
0,classifier2,0.7901591895803184,0.8266464799394398,0.8079911209766926,0.6778398510242085,-6.1,-0.004617713853141559,,,,,,1.6074096179100454,0.3045811014322825,0.618120990187976,0.6691873174714238,0.27779016740305607,0.8807405783383776
0,classifier3,0.8458646616541353,0.6813020439061317,0.7547169811320754,0.6060606060606061,25.7,0.019454958364875093,,,,,,1.808893417526353,0.26456573434201675,8.197220803036918,0.020182109354765835,4.2579091212656,0.07195583096475708
