,class,prec,reca,F1,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,perc_geno_ttest_pval,recall_geno_ttest_pval
0,classifier1,0.8421913327882257,0.7797123391370174,0.809748427672956,0.8232779989103352,0.8098226548482377,0.799183924608822,0.016983363364578334,0.1263909686454681
0,classifier2,0.16081684747925973,0.19076457229371688,0.17451523545706368,--,0.7671433810047672,,0.18070374464186453,0.17782504138172578
