Label,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
37_y.png,6,3990,665,0.2078125,255,255,236.9846446,47.90662225,18.5737675,94.27161834,0.20091728,0.61838491,59.70365906,1084.166667,585,92.47755466,26.16188717,169575,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,3,2317,772.3333333,0.12067708,255,255,382.6000671,41.49439748,23.67090988,108.1855825,0.07560723,0.44767961,59.1866862,1406,141.3333333,121.1868006,38.28622818,196945,255,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,1,694,694,0.03614583,255,255,200.2497864,39.13616562,22.57830429,130.1199036,0.21748295,0.68509376,44.10215378,983,1066,147.0305939,29.39911079,176970,255,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,2,1067,533.5,0.05557292,255,255,177.9152603,38.57432938,18.25919724,123.5247726,0.22067719,0.65482348,46.60835838,895,556,114.3399658,23.27842426,136042.5,255,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,22,15756,716.1818182,0.820625,255,255,201.5316478,38.66314697,23.60676471,69.5948472,0.2460686,0.71486551,46.00001578,1061.909091,540.7727273,75.15738947,29.59098348,182626.3636,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,5,3643,728.6,0.18973958,255,255,178.4105927,37.52920647,24.54928856,122.5898838,0.29879322,0.74181539,42.54886169,1263.8,805.8,154.9387634,30.57210274,185793,255,NaN,NaN
37_y.png,11,8222,747.4545455,0.42822917,255,255,218.2078844,54.54743958,18.6564553,95.60796686,0.2306842,0.63163015,61.62449923,1172.363636,301.5454546,93.17474547,26.13996748,190600.9091,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,2,1440,720,0.075,255,255,176.6015511,37.34228325,24.36671925,126.3668175,0.37112096,0.76277047,42.13892937,896,196,143.9845734,30.82144642,183600,255,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,1,629,629,0.03276042,255,255,139.6812439,40.7124939,19.67129898,53.46286392,0.40512061,0.78136647,43.13930893,999,949,45.93918991,24.74873734,160395,255,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,5,3198,639.6,0.1665625,255,255,260.8619751,50.57956848,16.61783524,108.9736671,0.12224949,0.53268975,63.82438812,1456.8,159.6,104.8098709,26.37844925,163098,255,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,2,1193,596.5,0.06213542,255,255,177.5721169,36.87403679,21.03680706,89.40497303,0.36000811,0.69535315,47.23319054,805.5,858,81.27783155,26.47391129,152107.5,255,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,1,858,858,0.0446875,255,255,226.2914124,43.51391602,25.10552025,113.9499741,0.2105528,0.63367802,56.08029938,1092,598,111.991127,36.0499649,218790,255,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,8,5861,732.625,0.30526042,255,255,171.9676685,43.3516593,21.73080993,115.5755945,0.33173976,0.70769233,51.96270561,1091.875,417.5,133.602339,27.87807012,186819.375,255,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,23,17180,746.9565217,0.89479167,255,255,181.5223011,41.55138837,22.91044766,74.43821143,0.32612794,0.72814793,48.70113887,1120.217391,451.0434783,85.61477425,29.31376482,190473.913,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,5,3352,670.4,0.17458333,255,255,155.9488617,35.19728889,24.27070999,104.1155636,0.37638653,0.78480495,41.13483276,1262.8,906.2,49.42619543,28.58522148,170952,255,NaN,NaN
37_y.png,5,3221,644.2,0.16776042,255,255,161.4317047,49.50442924,17.41525249,142.1995239,0.32637739,0.74832047,54.63983154,1115.6,676.6,139.4796585,21.91840668,164271,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,2,1115,557.5,0.05807292,255,255,185.2792206,29.71393108,23.89430141,62.85013199,0.22597551,0.68504485,39.33899498,1382,75,69.74563599,29.35852528,142162.5,255,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,2,1320,660,0.06875,255,255,177.9360809,39.93596268,20.97786999,125.019165,0.26090021,0.66706774,48.9581337,1038,832.5,130.6516914,29.12621593,168300,255,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,3,1834,611.3333333,0.09552083,255,255,143.6338577,46.57180913,17.05576674,117.6694768,0.38244704,0.79148273,50.70855967,667.3333333,533.6666667,61.90605577,19.86113421,155890,255,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,23,17114,744.0869565,0.89135417,255,255,136.6133536,39.39800188,23.99045521,82.02308552,0.51205801,0.84725557,43.53533471,1167.782609,540.3043478,101.054834,27.20016546,189742.1739,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,5,3137,627.4,0.16338542,255,255,117.2160599,35.46844635,23.07465858,147.1072357,0.5778713,0.86048253,38.74111137,1062.8,864.8,149.4407257,25.72915306,159987,255,NaN,NaN
37_y.png,6,4118,686.3333333,0.21447917,255,255,275.7195053,56.90309588,15.94190868,150.0108744,0.1853514,0.55825717,89.71136602,1060.666667,487.6666667,147.6651154,25.18838183,175015,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,3,2092,697.3333333,0.10895833,255,255,217.9540202,40.97427877,21.79057789,148.1214752,0.19556221,0.62953981,51.01221212,601,248,153.0995509,31.67314784,177820,255,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,2,1320,660,0.06875,255,255,249.4335556,64.67852402,13.15550137,146.1121979,0.14730568,0.49932517,80.67747116,1501.5,158,144.0193863,23.87174988,168300,255,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,1,637,637,0.03317708,255,255,188.592926,33.06824493,24.52666092,28.46218491,0.22506009,0.56849623,47.2652092,967,687,173.927536,32.7562294,162435,255,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,1,891,891,0.04640625,255,255,174.0660248,45.23143005,25.08115387,117.481842,0.3695384,0.69311553,54.62599945,1091,599,113.7494965,35.16799164,227205,255,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,6,4052,675.3333333,0.21104167,255,255,216.9568914,44.94627698,19.42377647,119.7011658,0.24347461,0.67286306,54.06219927,723,561.3333333,114.8164113,26.63564459,172210,255,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,18,12073,670.7222222,0.62880208,255,255,271.5223279,44.47263824,19.58131599,103.2749927,0.14520129,0.59607601,56.63522254,1068.944444,362.1666667,103.258891,28.36107837,171034.1667,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,4,3067,766.75,0.15973958,255,255,246.0089264,40.15738964,24.50685072,142.5338211,0.19724799,0.64476332,49.70767784,1243,492.5,132.8138866,32.85722256,195521.25,255,NaN,NaN
37_y.png,2,1165,582.5,0.06067708,255,255,215.5426788,33.34529114,22.24117661,22.89138699,0.21859092,0.39829695,57.90522385,1427.5,913,32.26086617,36.22875404,148537.5,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37_y.png,2,1250,625,0.06510417,255,255,214.7645035,34.24535751,23.21843815,22.60771418,0.23912791,0.41515402,55.47769356,1429,913.5,32.9948349,36.9905529,159375,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37_y.png,2,1443,721.5,0.07515625,255,255,234.8061371,36.77095222,24.9668684,26.59873486,0.24391411,0.4491429,59.62380028,1432,919,41.56981373,37.47825432,183982.5,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37_y.png,1,633,633,0.03296875,255,255,236.8771973,30.77972221,26.18479156,15.80659103,0.14176436,0.44389901,50.32891846,1402,936,20.95577621,36.76955414,161415,255,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,1,595,595,0.03098958,255,255,111.7817459,33.35277176,22.7140789,167.8910217,0.598391,0.8051421,39.31920624,1274,647,7.30575943,26,151725,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,1,570,570,0.0296875,255,255,108.9533157,31.19568443,23.26432419,163.7860413,0.60339791,0.83333331,36.4965744,1277,640,170.537674,26,145350,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,4,2456,614,0.12791667,255,255,152.0408917,35.44097137,22.0231781,91.12796092,0.39416597,0.7706888,39.87955666,1102.5,520.25,53.48856139,26.78125763,156570,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,3,1943,647.6666667,0.10119792,255,255,271.4572398,46.38443883,18.04697545,124.2851054,0.17117624,0.58770209,59.38507589,1244.333333,733.6666667,124.1367366,24.76108424,165155,255,NaN,NaN
37_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,4,2456,614,0.12791667,255,255,152.0408917,35.44097137,22.0231781,91.12796092,0.39416597,0.7706888,39.87955666,1102.5,520.25,53.48856139,26.78125763,156570,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,3,1943,647.6666667,0.10119792,255,255,271.4572398,46.38443883,18.04697545,124.2851054,0.17117624,0.58770209,59.38507589,1244.333333,733.6666667,124.1367366,24.76108424,165155,255,NaN,NaN
37_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar19bS2C1R1_LHl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C1R4_VLPAGl_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar23bS1C5R2_DMr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar26bS2C1R1_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mar27bS1C2R2_LHr_200x_y.png,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR38S1C3R1_DMR_20_o.png,4,2456,614,0.12791667,255,255,152.0408917,35.44097137,22.0231781,91.12796092,0.39416597,0.7706888,39.87955666,1102.5,520.25,53.48856139,26.78125763,156570,255,NaN,NaN
MAR55S3C2R2_VLPAGR_20_o.png,3,1943,647.6666667,0.10119792,255,255,271.4572398,46.38443883,18.04697545,124.2851054,0.17117624,0.58770209,59.38507589,1244.333333,733.6666667,124.1367366,24.76108424,165155,255,NaN,NaN
