,class,prec,reca,F1,F1_g_tt_p,mean_F1_gp,mean_F1_wt,p_g_tt_p,r_g_tt_p,class
0,classifier1,0.2,0.2727272727272727,0.23076923076923075,--,0.8,0.5,0.6855984144761553,1.0,classifier1
0,classifier2,0.9,0.8181818181818182,0.8571428571428572,0.5000000000000001,0.8333333333333333,1.0,0.42264973081037427,0.22540333075851657,classifier2
0,classifier3,0.9,0.8181818181818182,0.8571428571428572,0.5000000000000001,0.8333333333333333,1.0,0.42264973081037427,0.22540333075851657,classifier3
0,classifier4,0.9,0.8181818181818182,0.8571428571428572,0.5000000000000001,0.8333333333333333,1.0,0.42264973081037427,0.22540333075851657,classifier4
0,classifier5,0.9,0.8181818181818182,0.8571428571428572,0.5000000000000001,0.8333333333333333,1.0,0.42264973081037427,0.22540333075851657,classifier5
