,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.6428571428571429,0.08108108108108109,0.14400000000000002,0.07758620689655173,9.7,0.08738738738738738,,,,
0,classifier10,0.8181818181818182,0.3302752293577982,0.47058823529411775,0.3076923076923077,6.5,0.059633027522935776,,,,
0,classifier1000,0.0,0.0,,0.0,12.6,0.09618320610687023,,,,
0,classifier11,0.8181818181818182,0.41284403669724773,0.548780487804878,0.37815126050420167,5.4,0.04954128440366973,,,,
0,classifier13,0.8269230769230769,0.38738738738738737,0.5276073619631901,0.35833333333333334,5.9,0.05315315315315315,,,,
0,classifier14lap,0.84,0.3925233644859813,0.535031847133758,0.3652173913043478,5.7,0.05327102803738317,,,,
0,classifier15,0.8823529411764706,0.4205607476635514,0.569620253164557,0.39823008849557523,5.6,0.05233644859813084,,,,
0,classifier16,0.6774193548387096,0.1875,0.2937062937062937,0.1721311475409836,8.1,0.07232142857142856,,,,
0,classifier17,0.5925925925925926,0.14035087719298245,0.22695035460992907,0.128,8.7,0.07631578947368421,,,,
0,classifier18,0.8,0.14414414414414414,0.24427480916030533,0.1391304347826087,9.1,0.08198198198198198,,,,
0,classifier19,0.7142857142857143,0.2702702702702703,0.39215686274509803,0.24390243902439024,6.9,0.06216216216216216,,,,
0,classifier2,0.9,0.2523364485981308,0.3941605839416058,0.24545454545454545,7.7,0.07196261682242991,,,,
0,classifier20,0.6923076923076923,0.24324324324324326,0.36000000000000004,0.21951219512195122,7.2,0.06486486486486487,,,,
0,classifier2000,0.14285714285714285,0.04716981132075472,0.07092198581560284,0.03676470588235294,7.1,0.0669811320754717,,,,
0,classifier2001,0.9615384615384616,0.22123893805309736,0.3597122302158274,0.21929824561403508,8.7,0.07699115044247787,,,,
0,classifier2002,0.85,0.1559633027522936,0.2635658914728682,0.15178571428571427,8.9,0.081651376146789,,,,
0,classifier21,0.7317073170731707,0.2702702702702703,0.39473684210526316,0.2459016393442623,7.0,0.06306306306306306,,,,
0,classifier22,0.8181818181818182,0.24324324324324326,0.375,0.23076923076923078,7.8,0.07027027027027027,,,,
0,classifier23,0.8095238095238095,0.15315315315315314,0.25757575757575757,0.14782608695652175,9.0,0.08108108108108109,,,,
0,classifier24,0.7368421052631579,0.25688073394495414,0.380952380952381,0.23529411764705882,7.1,0.06513761467889909,,,,
0,classifier25,0.6486486486486487,0.22018348623853212,0.3287671232876712,0.19672131147540983,7.2,0.06605504587155964,,,,
0,classifier4,0.6666666666666666,0.015873015873015872,0.031007751937984492,0.015748031496062992,12.3,0.09761904761904762,,,,
0,classifier7,0.875,0.24778761061946902,0.3862068965517242,0.23931623931623933,8.1,0.07168141592920355,,,,
0,classifier9,0.6530612244897959,0.29357798165137616,0.4050632911392405,0.25396825396825395,6.0,0.05504587155963303,,,,
