,class,prec,reca,F1,F1_g_tt_p,mean_F1_gp,mean_F1_wt,p_g_tt_p,r_g_tt_p
0,classifier1,0.13333333333333333,0.07692307692307693,0.0975609756097561,--,0.3333333333333333,0.4,1.0,0.8519611918857526
0,classifier2,0.1,0.038461538461538464,0.05555555555555555,--,,0.4,0.42264973081037427,0.42264973081037427
0,classifier3,0.2,0.07692307692307693,0.1111111111111111,--,0.4,0.4,0.6855984144761553,0.8519611918857526
0,classifier4,0.1,0.038461538461538464,0.05555555555555555,--,,0.4,0.42264973081037427,0.42264973081037427
0,classifier5,0.2,0.07692307692307693,0.1111111111111111,--,0.4,0.4,0.6855984144761553,0.8519611918857526
