,class,precision,recall,F1,accuracy,MAE,MPE,mean_F1_ev0,precision_geno_ttest_pval,recall_geno_ttest_pval,F1_geno_ttest_pval
0,classifier1,0.5,0.1504424778761062,0.23129251700680273,0.13076923076923078,7.9,0.06991150442477875,,,,
0,classifier10,0.08163265306122448,0.037383177570093455,0.05128205128205129,0.02631578947368421,5.8,0.05420560747663551,,,,
0,classifier1000,0.13333333333333333,0.015267175572519083,0.027397260273972605,0.013888888888888888,11.6,0.08854961832061069,,,,
0,classifier11,0.19402985074626866,0.12149532710280374,0.14942528735632182,0.08074534161490683,4.0,0.037383177570093455,,,,
0,classifier13,0.19642857142857142,0.10091743119266056,0.13333333333333333,0.07142857142857142,5.3,0.04862385321100918,,,,
0,classifier14lap,0.2857142857142857,0.11214953271028037,0.1610738255033557,0.08759124087591241,6.5,0.06074766355140186,,,,
0,classifier15,0.45,0.16822429906542055,0.24489795918367346,0.13953488372093023,6.7,0.06261682242990654,,,,
0,classifier16,0.43333333333333335,0.24299065420560748,0.31137724550898205,0.18439716312056736,4.7,0.04392523364485981,,,,
0,classifier17,0.48148148148148145,0.24299065420560748,0.32298136645962733,0.1925925925925926,5.3,0.04953271028037383,,,,
0,classifier18,0.625,0.2777777777777778,0.3846153846153846,0.23809523809523808,6.0,0.05555555555555556,,,,
0,classifier19,0.41509433962264153,0.2018348623853211,0.271604938271605,0.15714285714285714,5.6,0.05137614678899083,,,,
0,classifier2,0.125,0.018691588785046728,0.03252032520325203,0.01652892561983471,9.1,0.08504672897196261,,,,
0,classifier20,0.31666666666666665,0.1743119266055046,0.22485207100591714,0.12666666666666668,4.9,0.044954128440366975,,,,
0,classifier2000,0.011627906976744186,0.009174311926605505,0.010256410256410256,0.005154639175257732,2.3,0.02110091743119266,,,,
0,classifier2001,0.34285714285714286,0.11320754716981132,0.1702127659574468,0.09302325581395349,7.1,0.0669811320754717,,,,
0,classifier2002,0.2,0.16822429906542055,0.18274111675126906,0.1005586592178771,1.7,0.01588785046728972,,,,
0,classifier21,0.27419354838709675,0.1559633027522936,0.19883040935672514,0.11038961038961038,4.7,0.043119266055045874,,,,
0,classifier22,0.3157894736842105,0.1651376146788991,0.21686746987951808,0.12162162162162163,5.2,0.047706422018348627,,,,
0,classifier23,0.4782608695652174,0.3055555555555556,0.3728813559322034,0.22916666666666666,3.9,0.03611111111111111,,,,
0,classifier24,0.2857142857142857,0.18691588785046728,0.22598870056497172,0.12738853503184713,3.7,0.03457943925233645,,,,
0,classifier25,0.34177215189873417,0.2523364485981308,0.29032258064516125,0.16981132075471697,2.8,0.02616822429906542,,,,
0,classifier4,0.47368421052631576,0.07758620689655173,0.13333333333333333,0.07142857142857142,9.7,0.08362068965517241,,,,
0,classifier7,0.5277777777777778,0.17272727272727273,0.2602739726027397,0.14960629921259844,7.4,0.06727272727272728,,,,
0,classifier9,0.16363636363636364,0.08411214953271028,0.11111111111111109,0.058823529411764705,5.2,0.048598130841121495,,,,
