,class,precision,recall,F1,accuracy,MAE,MPE,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,precision_geno_ttest_pval,recall_geno_ttest_pval
0,classifier1,0.6662844036697247,3.847682119205298,1.1358748778103618,1.3144796380090498,-72.1,-0.4774834437086093,--,1.3052281890017738,1.6363636363636367,--,
0,classifier10,0.8756388415672913,3.403973509933775,1.3929539295392952,2.294642857142857,-43.6,-0.28874172185430463,--,1.6155804885812046,1.8679245283018868,--,
0,classifier11,0.8758278145695364,3.5033112582781456,1.4013245033112582,2.34070796460177,-45.3,-0.3,--,1.6274944567627492,1.851851851851852,--,
0,classifier12,0.8618524332810047,3.6357615894039736,1.3934010152284266,2.297071129707113,-48.6,-0.3218543046357616,--,1.6020819413294294,1.8392857142857142,--,
0,classifier13,0.8741935483870967,3.589403973509934,1.4059662775616084,2.3668122270742358,-46.9,-0.31059602649006623,--,1.6232439270389933,1.855855855855856,--,
0,classifier14,0.8631756756756757,3.384105960264901,1.3755047106325706,2.2025862068965516,-44.1,-0.29205298013245035,--,1.6040033065658952,1.8363636363636362,--,
0,classifier15,0.8692699490662139,3.390728476821192,1.3837837837837839,2.245614035087719,-43.8,-0.2900662251655629,--,1.6197482067047284,1.8198198198198197,--,
0,classifier16,0.8689075630252101,3.423841059602649,1.386058981233244,2.2576419213973797,-44.4,-0.29403973509933773,--,1.6256008359456635,1.8363636363636362,--,
0,classifier17,0.8743882544861338,3.5496688741721854,1.4031413612565447,2.3508771929824563,-46.2,-0.30596026490066225,--,1.6285743631222338,1.8545454545454547,--,
0,classifier18,0.8700657894736842,3.5033112582781456,1.393939393939394,2.3,-45.7,-0.3026490066225166,--,1.6280035726508568,1.8363636363636362,--,
0,classifier19,0.8697068403908795,3.5364238410596025,1.3960784313725492,2.311688311688312,-46.3,-0.30662251655629136,--,1.6216282248028282,1.8392857142857142,--,
0,classifier2,0.8620689655172413,3.4768211920529803,1.381578947368421,2.234042553191489,-45.8,-0.3033112582781457,--,1.599423029586964,1.8715596330275228,--,
0,classifier20,0.8680781758957655,3.5298013245033113,1.3934640522875819,2.2974137931034484,-46.3,-0.30662251655629136,--,1.6189264614973695,1.8545454545454547,--,
0,classifier21,0.8842281879194631,3.4900662251655628,1.4109772423025435,2.3954545454545455,-44.5,-0.2947019867549669,--,1.6660283211614055,1.834862385321101,--,
0,classifier22,0.8900343642611683,3.4304635761589406,1.413369713506139,2.4093023255813955,-43.1,-0.285430463576159,--,1.6576086956521738,1.8504672897196262,--,
0,classifier23,0.8852459016393442,3.576158940397351,1.419185282522996,2.4434389140271495,-45.9,-0.30397350993377487,--,1.648983835958626,1.8715596330275228,--,
0,classifier24,0.8841269841269841,3.6887417218543046,1.4263764404609474,2.486607142857143,-47.9,-0.3172185430463576,--,1.634827992676879,1.8938053097345136,--,
0,classifier25,0.8725341426403642,3.80794701986755,1.4197530864197532,2.4468085106382977,-50.8,-0.33642384105960266,--,1.6256528539993107,1.8803418803418803,--,
0,classifier3,0.9135021097046413,2.8675496688741724,1.3856000000000002,2.2552083333333335,-32.3,-0.2139072847682119,--,1.6699802839770035,1.8979591836734693,--,
0,classifier4,0.8727598566308243,3.225165562913907,1.3737658674188997,2.1936936936936937,-40.7,-0.26953642384105964,--,1.6127946127946127,1.9,--,
0,classifier5,0.8955752212389381,3.3509933774834435,1.4134078212290502,2.4095238095238094,-41.4,-0.27417218543046357,--,1.640792301223956,1.9019607843137254,--,
0,classifier6,0.8181818181818182,3.0397350993377485,1.2893258426966292,1.8142292490118577,-41.0,-0.271523178807947,--,1.499623527327487,1.7647058823529411,--,
0,classifier7,0.885036496350365,3.2119205298013247,1.3876967095851216,2.2663551401869158,-39.7,-0.2629139072847682,--,1.627914660624941,1.9,--,
0,classifier8,0.8772241992882562,3.2649006622516556,1.3828892005610098,2.2409090909090907,-41.1,-0.27218543046357613,--,1.6213800904977376,1.9,--,
0,classifier9,0.8834782608695653,3.3642384105960264,1.3994490358126723,2.330275229357798,-42.4,-0.280794701986755,--,1.627303374691551,1.8653846153846154,--,
