,class,precision,recall,F1,accuracy,MAE,MPE,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,precision_geno_ttest_pval,recall_geno_ttest_pval
0,classifier1,0.8608949416342413,0.6699470098410295,0.7535121328224776,0.6045081967213115,29.5,0.022180166540499622,0.6784562591990144,0.7574872520236374,0.7337627401497118,0.058657932184444955,0.33769230793214694
0,classifier10,0.8918705603788477,0.8554125662376987,0.8732612055641421,0.7750342935528121,14.6,0.00408781226343679,0.6851352443291348,0.8758159483514005,0.8612383403476764,0.041884120619604386,0.08100283052018194
0,classifier11,0.8935837245696401,0.8644965934897805,0.8787995382839553,0.7838023335621139,14.1,0.0032551097653292964,0.7829582751784483,0.8800088661622777,0.8701105968818013,0.05920596997197972,0.07982256010059996
0,classifier12,0.8957497995188453,0.8455715367146102,0.8699376947040498,0.7698139214334941,15.2,0.005601816805450416,0.628875116078325,0.8747588733524865,0.8549803378173056,0.07933563737670168,0.08665493552984672
0,classifier13,0.9081214109926169,0.838001514004542,0.8716535433070867,0.7725052337752966,14.4,0.007721423164269494,0.550289226624525,0.8782839999526242,0.8540631864953282,0.12228618194784616,0.11119057496938141
0,classifier14,0.911620294599018,0.8433005299015897,0.8761305544632324,0.7795661301609517,14.7,0.0074943224829674485,0.6475584615469339,0.8804151268273094,0.8621773898345919,0.11731998595264541,0.12258018165055427
0,classifier15,0.9178541492036881,0.8289174867524602,0.8711217183770883,0.7716701902748414,16.4,0.009689629068887207,0.5712142187469518,0.8772093777694578,0.8559982539226942,0.15879302777532267,0.14367329725903882
0,classifier16,0.9147869674185464,0.8289174867524602,0.869737887212073,0.769501054111033,15.8,0.009386828160484481,0.7489566281776971,0.871028421511135,0.8585797888572559,0.06159559626874383,0.18643508674297898
0,classifier17,0.910981697171381,0.8289174867524602,0.868014268727705,0.7668067226890757,15.5,0.009008327024981075,0.6529751238130778,0.8718328392800476,0.8541869991993005,0.12871694600373498,0.1589002123626185
0,classifier18,0.9057377049180327,0.8364875094625284,0.8697363242817787,0.7694986072423399,14.5,0.007645722937168811,0.6681450124521652,0.8730485208699136,0.8555266946064913,0.08847331887729452,0.16805316652174676
0,classifier19,0.9076175040518638,0.8478425435276306,0.8767123287671232,0.7804878048780488,13.7,0.006585919757759273,0.5802728534795715,0.882044013242604,0.8610616463889051,0.1201196356497682,0.1335292254931895
0,classifier2,0.7592121982210928,0.9046177138531416,0.8255613126079447,0.7029411764705882,31.3,-0.01915215745647237,0.0641493321439591,0.796026270359136,0.8624415625320603,0.005811250691294604,0.1717249225515463
0,classifier20,0.9034593724859211,0.8501135503406511,0.87597503900156,0.7793199167244969,14.6,0.0059046177138531416,0.5657422200363094,0.881608578891786,0.8602921283489697,0.0746074512607852,0.09955615378429794
0,classifier21,0.9,0.8516275548826646,0.8751458576429404,0.7780082987551867,14.1,0.005374716124148372,0.5406301331526,0.8819721916305167,0.8584195921910519,0.07166693736505982,0.11169002005517725
0,classifier22,0.9007263922518159,0.8448145344436033,0.8718750000000001,0.7728531855955678,14.8,0.006207418622255867,0.7005260781389788,0.8743913558908091,0.8590000798785846,0.0699831579632538,0.16058440377192507
0,classifier23,0.9120065789473685,0.8395155185465556,0.8742609381158849,0.7766106442577031,13.9,0.007948523845571537,0.5693704782457107,0.8799738248492048,0.8572896871967132,0.07735287342747811,0.15516948352455817
0,classifier24,0.9130794701986755,0.8349735049205148,0.8722815342032425,0.773492286115007,14.9,0.008554125662376986,0.5874694045420065,0.877418390822365,0.8571610136959924,0.07281988297733477,0.14744316935565405
0,classifier25,0.9166666666666666,0.8160484481453444,0.8634361233480177,0.7596899224806202,17.7,0.010976532929598787,0.39789295559836396,0.8747952135944322,0.8396981420211593,0.13394445282172457,0.14210990227942724
0,classifier3,0.8952042628774423,0.38152914458743376,0.535031847133758,0.3652173913043478,75.8,0.057380772142316426,0.6699904825775287,0.5416864312977926,0.5252288037025251,0.8854094432820623,0.7416948037666814
0,classifier4,0.8158080451658434,0.8750946252838758,0.8444119795471147,0.7307206068268015,20.2,-0.007267221801665405,0.45652360901554145,0.8311683339295358,0.8557249513003073,0.005452019400745841,0.13692608906766787
0,classifier5,0.8974569319114027,0.8281604844814534,0.8614173228346456,0.7565698478561549,17.0,0.007721423164269494,0.5439479559791525,0.8687176239624366,0.8429286573154631,0.07703562115110534,0.11963799902781867
0,classifier6,0.907035175879397,0.8198334595003784,0.8612326043737574,0.7562849162011173,17.3,0.009613928841786527,0.2510441592686267,0.878793905524384,0.8307290953984413,0.1980957798541578,0.08015477726910047
0,classifier7,0.9036734693877551,0.838001514004542,0.8695993715632364,0.7692842251563586,16.2,0.007267221801665405,0.4053284181624816,0.8808666020829602,0.8484559702771495,0.1390274641804716,0.07698862577246451
0,classifier8,0.8880063542494043,0.846328538985617,0.8666666666666667,0.7647058823529411,14.8,0.004693414080242241,0.5587668333676341,0.8733677954471417,0.8519612494577842,0.05027156631673911,0.06161247659776335
0,classifier9,0.8957006369426752,0.8516275548826646,0.8731082654249127,0.7747933884297521,15.1,0.004920514761544285,0.617200368827643,0.8782847431161211,0.858833823024524,0.05210788207793844,0.07792084807576162
