,class,prec,reca,F1,F1_geno_ttest_pval,mean_F1_ev0,mean_F1_ev1,perc_geno_ttest_pval,recall_geno_ttest_pval
0,classifier1,0.74,0.7842543527630583,0.7614847482543182,0.7484621739029897,0.741333751556539,0.7777929877957794,0.03003256504301108,0.2975099700022579
0,classifier16,0.8613505747126436,0.9076457229371688,0.8838923700700332,0.3348538348477992,0.9211436766696318,0.8435116446604225,0.08185789360617907,0.08308041501341745
0,classifier25,0.8642241379310345,0.9106737320211961,0.8868411352746038,0.262309146880888,0.925950293277569,0.8425659162252195,0.06011464498363464,0.07207407565147635
0,classifier35,0.9192897497982244,0.8622255866767601,0.88984375,0.1449582374540746,0.9477923976325101,0.8257359799549994,0.18644899456701738,0.07633079560655169
0,classifier43,0.9123222748815166,0.874337623012869,0.8929261693080788,0.14718727545653604,0.9509220973564476,0.8291568322243679,0.17155667699875915,0.07221385527608662
0,classifier7,0.77455919395466,0.93111279333838,0.8456514266070816,0.7829513694899302,0.854044119443423,0.8359212515840344,0.005779481926782247,0.08857635495684694
