 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0001-0001,22,0.70154030,0.08716925,0.54339564,0.54275495,0.87078846,318.90909091,1.31818182,318.96840530,1.25399572,20.48528137,314,0,9,3,8.90424127,3.14583457,176.29466165,0.65879255,9.21954446,15.43388671,0.72053170,-0.40418296,-0.49933092,100,15.43388671,314,0,167.47119229,3.00000000,2.83048618,0.35329620,0.91666667,-3.403E38,3.4e38,0
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0002-0009,62,0.63041836,0.07247119,0.56069075,0.50175333,0.87429601,398.93548387,10.04838710,398.94337971,10.08139744,36.87005769,394,3,11,12,14.10001423,5.59863632,127.20667565,0.57313103,14.86606875,39.08593833,0.63758731,0.49361235,0.52889272,100,39.08593833,394,4,132.27368901,7.37563557,2.51847297,0.39706600,0.76073620,-3.403E38,3.4e38,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0003-0022,67,0.63766461,0.06087158,0.64507609,0.50897890,0.79573512,55.48507463,22.75373134,55.42221431,22.70601445,34.62741700,51,17,11,10,12.41972796,6.86867295,133.47092740,0.70217356,14.21267040,42.72352874,0.64311475,0.10364744,-0.08609221,100,42.72352874,51,18,140.71059314,8.32239720,1.80816994,0.55304536,0.84810127,-3.403E38,3.4e38,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0004-0020,31,0.60200073,0.06461109,0.61385839,0.50299585,0.73467594,161.40322581,19.95161290,161.39726043,19.94055770,20.14213562,158,17,7,6,7.00728576,5.63276956,135.85173081,0.96019740,7.81024968,18.66202253,0.59488499,0.42521672,-0.73091008,100,18.66202253,159,17,129.80557109,6.00000000,1.24402138,0.80384471,0.87323944,-3.403E38,3.4e38,0
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0005-0041,74,0.65811116,0.10125844,0.55053868,0.50008756,0.92354614,605.40540541,39.45945946,605.27341362,39.20197591,44.52691193,600,34,10,14,12.00217811,7.85021897,114.17612096,0.46902547,14.86606875,48.70022577,0.64372444,0.49857324,-0.42907131,100,48.70022577,604,34,109.65382406,9.60969062,1.52889724,0.65406620,0.75126904,-3.403E38,3.4e38,1
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0006-0062,82,0.65355038,0.07997289,0.67491553,0.50083733,0.83465022,1256.25609756,62.04878049,1256.28207218,61.91544747,39.94112550,1252,55,9,15,14.73335871,7.08634363,70.86897271,0.64592652,15.81138830,53.59113109,0.66140831,-0.22833691,-0.61210930,100,53.59113109,1253,70,71.56505118,8.73128250,2.07911999,0.48097272,0.81188119,-3.403E38,3.4e38,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0007-0061,40,0.61037237,0.07248466,0.50365797,0.50315219,0.76210892,349.55000000,60.82500000,349.56682943,60.81093347,26.38477631,345,58,10,6,9.93472638,5.12642018,173.76623097,0.72204293,10.44030651,24.41489476,0.61245990,0.23751885,-1.11302325,100,24.41489476,345,59,163.30075577,5.79827561,1.93794618,0.51601020,0.82474227,-3.403E38,3.4e38,0
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0008-0077,84,0.72215922,0.10992824,0.71501535,0.50094229,0.95199335,609.79761905,77.36904762,609.78341124,77.39409109,33.21320344,605,72,10,11,11.05050100,9.67848623,72.92756736,0.95690234,12.08304597,60.66137481,0.71861291,0.10125648,-0.66537095,100,60.66137481,607,83,65.55604522,10.00000000,1.14175923,0.87584140,0.91803279,-3.403E38,3.4e38,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0009-0081,39,0.60323340,0.05769107,0.58837630,0.50086099,0.71322042,998.91025641,81.98717949,998.92821422,82.01229690,25.79898987,995,77,7,9,8.50198831,5.84055640,67.24117175,0.73632419,9.48683298,23.52610272,0.61780339,-0.26548093,-0.72867734,100,23.52610272,997,86,71.56505118,6.70820393,1.45568123,0.68696359,0.82105263,-3.403E38,3.4e38,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0010-0086,31,0.62031283,0.06105101,0.55974565,0.51033974,0.73030347,920.40322581,86.08064516,920.38329271,86.03704669,22.14213562,917,83,8,6,7.36166893,5.36161382,146.17200682,0.79457070,8.94427191,19.22969759,0.62227559,-0.01463065,-0.81263764,100,19.22969759,917,83,153.43494882,6.00000000,1.37303230,0.72831499,0.82666667,-3.403E38,3.4e38,1
11,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0011-0089,26,0.59186806,0.04734244,0.62685085,0.51202953,0.66633010,1112.15384615,89.07692308,1112.10422640,89.06814960,20.38477631,1109,86,7,6,7.00800156,4.72377580,22.53281544,0.78626929,7.61577311,15.38856953,0.60758817,-0.30012310,-1.33684936,100,15.38856953,1109,91,23.19859051,5.37587202,1.48355931,0.67405462,0.78787879,-3.403E38,3.4e38,1
12,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0012-0093,34,0.61907637,0.05215397,0.58222922,0.51496923,0.71402770,54.82352941,93.58823529,54.80591103,93.58739627,20.72792206,51,91,8,5,8.18680962,5.28779177,173.84139508,0.99443694,8.54400375,21.04859650,0.62139988,-0.18128844,-0.72314077,100,21.04859650,51,92,159.44395478,5.00000000,1.54824736,0.64589162,0.93150685,-3.403E38,3.4e38,0
13,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0013-0098,65,0.63959256,0.09008665,0.50252052,0.50183910,0.85072571,764.28461538,99.02307692,764.30327320,99.00059028,35.79898987,759,92,10,12,12.74359268,6.49428874,128.74875717,0.63735541,15.00000000,41.57351643,0.63187319,0.30346239,-0.73488575,100,41.57351643,760,92,126.86989765,7.60263112,1.96227689,0.50961208,0.80745342,-3.403E38,3.4e38,1
14,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0014-0128,91,0.71375947,0.11645246,0.56603443,0.50068396,0.92422116,505.73076923,128.81868132,505.71562332,128.78479555,35.21320344,500,123,11,11,12.98038364,8.92614593,133.23599779,0.92223199,14.21267040,64.95211220,0.72227859,0.02563851,-0.92139623,100,64.95211220,502,123,129.28940686,9.89949494,1.45419801,0.68766426,0.91919192,-3.403E38,3.4e38,1
15,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0015-0143,83,0.71836492,0.10281291,0.66938125,0.50264913,0.92317545,619.01807229,143.82530120,618.95775663,143.78296019,36.62741700,614,137,10,13,12.51569492,8.44370871,106.13391474,0.77745520,13.41640786,59.62428832,0.70345777,0.09304937,-0.70005758,100,59.62428832,617,138,116.56505118,9.54494014,1.48225091,0.67464961,0.84693878,-3.403E38,3.4e38,0
16,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0016-0146,71,0.62991726,0.06615743,0.65019022,0.50612026,0.79539013,1141.68309859,146.16197183,1141.70352905,146.19394617,34.28427125,1136,140,11,12,14.19982520,6.36627609,126.57533835,0.75906395,14.42220510,44.72412515,0.63129252,0.33031416,-0.06734581,100,44.72412515,1138,140,123.69006753,7.21110255,2.23047587,0.44833482,0.83529412,-3.403E38,3.4e38,1
17,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0017-0148,27,0.59287314,0.04469025,0.59524646,0.50507021,0.67174977,44.94444444,148.20370370,44.94078864,148.17112403,20.72792206,43,144,4,8,8.45659524,4.06516650,94.90484571,0.78969992,8.54400375,16.00757480,0.59511715,-0.06148523,-0.85092174,100,16.00757480,44,144,110.55604522,4.00000000,2.08025803,0.48070960,0.88524590,-3.403E38,3.4e38,1
18,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0018-0162,76,0.71161386,0.09626015,0.71066846,0.50261164,0.94098651,444.50000000,162.59210526,444.49442420,162.58632119,32.04163056,440,157,10,11,11.25539031,8.59732117,120.17642962,0.93023835,12.08304597,54.08265334,0.71015596,-0.02324835,0.08915085,100,54.08265334,442,157,114.44395478,9.19238816,1.30917411,0.76384034,0.89940828,-3.403E38,3.4e38,1
