 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,37_y.tif:0001-0036,4187,0.99728632,0.04245550,0.99804696,0.00004536,1,977.70491999,27.62610461,977.69241706,27.61477484,290.97770542,923,0,96,72,85.22462844,62.55297408,151.93519005,0.62143169,100.24470061,4175.63780753,1,-19.51084292,414.48613852,100,4175.63780753,923,1,161.38430799,69.61334426,1.36243927,0.73397767,0.93984287,-3.403E38,3.4e38,0
2,37_y.tif:0002-0028,3099,0.89226150,0.29852523,0.99804688,1.498E-32,1,1077.93756050,23.48902872,1078.33626945,23.58705217,368.07315985,1026,0,102,57,91.07889407,43.32254349,161.02104626,0.28745055,106.04244433,2765.11839488,1,-2.54988887,4.64075089,100,2765.11839488,1026,14,164.12882139,55.24338167,2.10234411,0.47565952,0.73279735,-3.403E38,3.4e38,0
3,37_y.tif:0003-0060,2288,0.97025431,0.15854157,0.99804688,8.469E-14,1,1025.64860140,65.17526224,1025.56665446,65.38831856,273.74725805,992,27,64,66,56.89038732,51.20675418,137.92491374,0.38367750,67.08203932,2219.94186151,1,-5.62657324,30.39585361,100,2219.94186151,1027,27,100.30484647,58.13802036,1.11099382,0.90009502,0.85277674,-3.403E38,3.4e38,0
4,37_y.tif:0004-0058,554,0.98911967,0.08417228,0.99804697,0.00005015,1,1134.27617329,59.90252708,1134.30760989,59.85089357,97.63961031,1120,43,29,31,32.65263344,21.60238344,137.57072835,0.73024325,34.88552709,547.97229467,1,-9.84557254,105.11688151,100,547.97229467,1129,43,117.29957221,23.88442964,1.51152920,0.66158166,0.88427773,-3.403E38,3.4e38,0
5,37_y.tif:0005-0069,395,0.97618220,0.11178871,0.99804952,0.00135597,1,1085.00126582,70.79367089,1085.08486678,71.04538151,134.26702730,1072,52,22,35,32.80628017,15.33028486,107.59174085,0.27533931,38.58756276,385.59196896,1,-6.40717881,46.24516173,100,385.59196896,1073,53,121.21840276,19.94041123,2.13996547,0.46729726,0.66722973,-3.403E38,3.4e38,0
6,37_y.tif:0006-0075,756,0.99305358,0.05211742,0.99830164,0.13043873,1,1105.66931217,76.30820106,1105.68839908,76.34698603,138.75230868,1093,55,26,41,40.52399087,23.75306763,93.38816509,0.49345917,42.94182111,750.74850856,1,-10.31139483,128.74393572,100,750.74850856,1095,58,117.75854060,25.50208412,1.70605294,0.58614828,0.86153846,-3.403E38,3.4e38,0
7,37_y.tif:0007-0081,791,0.99371174,0.04473494,0.99910112,0.53977126,1,1165.05120101,79.02591656,1165.06078127,78.99325965,151.72287143,1145,60,42,43,41.48533427,24.27683174,142.22857569,0.43180159,48.30113870,786.02598858,1,-8.21952314,69.71899520,100,786.02598858,1150,60,117.09555249,29.26965786,1.70884466,0.58519070,0.77701375,-3.403E38,3.4e38,0
8,37_y.tif:0008-0094,685,0.95404144,0.19319754,0.99804688,3.571E-17,1,1058.36569343,95.76277372,1058.05197507,95.85506386,138.85281374,1039,80,38,29,32.72927352,26.64798189,14.16118537,0.44646875,38.83297568,653.51838880,1,-4.44198560,18.39512067,100,653.51838880,1039,94,168.11134196,28.26469119,1.22820834,0.81419412,0.80825959,-3.403E38,3.4e38,0
9,37_y.tif:0009-0096,439,0.96801359,0.15976808,0.99804688,0.00000013,1,1187.66173121,97.86674260,1187.77055786,97.64785636,86.81118318,1174,83,28,26,25.28235269,22.10839185,150.69429276,0.73202015,29.12043956,424.95796587,1,-5.41264565,28.51126958,100,424.95796587,1174,97,164.05460410,23.85210844,1.14356362,0.87445944,0.89866940,-3.403E38,3.4e38,0
10,37_y.tif:0010-0118,614,0.98566472,0.09879075,0.99804688,2.808E-11,1,1197.48859935,119.74267101,1197.61323829,119.72378891,133.29646456,1170,105,44,26,33.72015975,23.18402659,174.31249799,0.43425115,44.64302857,605.19813893,1,-8.68254881,78.63397061,100,605.19813893,1170,119,164.40718906,26.00000000,1.45445657,0.68754202,0.79947917,-3.403E38,3.4e38,0
11,37_y.tif:0011-0115,267,0.99682716,0.03102903,0.99925646,0.61930507,1,1058.96816479,114.59737828,1058.99490103,114.58749724,71.11269837,1046,108,26,15,26.27726777,12.93722625,4.17713261,0.66347843,26.57066051,266.15285248,1,-11.26385084,127.08388651,100,266.15285248,1047,117,19.79887635,14.16719021,2.03113614,0.49233529,0.88264463,-3.403E38,3.4e38,0
12,37_y.tif:0012-0125,298,0.90481142,0.27040937,0.99804688,0.00000076,1,1150.86577181,125.69463087,1150.53474169,125.75958877,81.49747468,1139,116,23,19,22.18801571,17.10046492,23.92325635,0.56381656,24.20743687,269.63380325,1,-2.77326799,6.04060698,100,269.63380325,1142,135,51.70983681,18.76196248,1.29750950,0.77070727,0.84779516,-3.403E38,3.4e38,0
13,37_y.tif:0013-0148,789,0.99408913,0.04448646,0.99901279,0.49454948,1,1205.81178707,148.07287706,1205.82655446,148.07809698,123.49747468,1188,130,34,37,42.74148661,23.50376836,121.09871065,0.65008585,47.42362281,784.33632049,1,-8.66841276,78.77903041,100,784.33632049,1189,130,132.43622979,25.36840066,1.81849506,0.54990526,0.89102202,-3.403E38,3.4e38,0
14,37_y.tif:0014-0163,278,0.99489676,0.03708025,0.99932988,0.65689802,1,1498.71942446,163.26258993,1498.74334158,163.29974922,108.32590181,1488,142,23,42,49.79102971,7.10892294,112.17762556,0.29770768,47.88527958,276.58129793,1,-7.77317710,60.96329207,100,276.58129793,1488,142,118.70595254,8.17059488,7.00401877,0.14277517,0.80931587,-3.403E38,3.4e38,0
