,name,tp,fp,fn,avg_area,avg_circularity
0,37_y.png,3,74,3,853.4805194805194,0.5460697087012987
0,Mar19bS1C1R3_VLPAGl_200x_y.png,0,12,0,561.0833333333334,0.4974690733333334
0,Mar19bS2C1R1_LHl_200x_y.png,8,2,0,1402.6,0.6266982649999999
0,Mar20bS1C1R3_VLPAGl_200x_y.png,1,6,0,727.1428571428571,0.5105951771428571
0,Mar23bS1C1R4_VLPAGl_200x_y.png,5,16,0,612.5238095238095,0.5373363933333333
0,Mar23bS1C5R2_DMr_200x_y.png,13,5,0,906.6666666666666,0.5499493066666667
0,Mar26bS2C1R1_LHr_200x_y.png,8,6,0,1359.142857142857,0.5286112164285715
0,Mar27bS1C2R2_LHr_200x_y.png,21,10,8,1335.1935483870968,0.5937476487096776
0,MAR38S1C3R1_DMR_20_o.png,45,216,15,864.0306513409962,0.5028497702298851
0,MAR55S3C2R2_VLPAGR_20_o.png,16,85,5,738.2178217821782,0.6310661422772278
