 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,34,255,0,255,255,255,318.44117647,1.50000000,318.44117647,1.50000000,30.14213562,311,0,13,4,12.25289839,3.53305342,174.75844876,0.47026293,13.15294644,8670,255,NaN,NaN,100,8670,311,0,171.25383774,4.00000000,3.46807618,0.28834430,0.80952381,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,96,255,0,255,255,255,398.95833333,9.94791667,398.95833333,9.94791667,40.28427125,393,3,13,13,16.13949601,7.57340850,128.59487128,0.74337863,16.40121947,24480,255,NaN,NaN,100,24480,394,3,127.56859203,8.78568354,2.13107427,0.46924690,0.86486486,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,87,255,0,255,255,255,56.07471264,22.97126437,56.07471264,22.97126437,38.62741700,51,16,12,12,14.24876933,7.77413388,134.19894314,0.73271955,15.62049935,22185,255,NaN,NaN,100,22185,53,16,129.80557109,9.65340537,1.83284332,0.54560037,0.85714286,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,83,255,0,255,255,255,160.96987952,22.29518072,160.96987952,22.29518072,41.11269837,155,16,12,13,12.19880876,8.66304934,63.80877216,0.61707222,13.92838828,21165,255,NaN,NaN,100,21165,157,29,68.96248897,10.98884512,1.40814259,0.71015535,0.76497696,1
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,112,255,0,255,255,255,605.66071429,40.45535714,605.66071429,40.45535714,46.62741700,599,33,11,17,15.94385701,8.94406096,111.63435027,0.64735897,17.49285568,28560,255,NaN,NaN,100,28560,601,35,120.96375653,10.88944443,1.78261945,0.56097223,0.84210526,1
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,116,255,0,255,255,255,1256.21551724,62.51724138,1256.21551724,62.51724138,44.87005769,1251,55,11,17,18.02280363,8.19493960,66.66252650,0.72402673,19.23538406,29580,255,NaN,NaN,100,29580,1252,72,62.10272897,9.65615759,2.19926009,0.45469838,0.88549618,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,70,255,0,255,255,255,349.21428571,61.54285714,349.21428571,61.54285714,33.45584412,343,58,13,8,12.98954538,6.86142321,7.25965265,0.78589390,13.60147051,17850,255,NaN,NaN,100,17850,343,64,17.10272897,7.91959595,1.89312698,0.52822659,0.83832335,0
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,103,255,0,255,255,255,610.01456311,77.39320388,610.01456311,77.39320388,37.45584412,605,71,11,13,12.61567607,10.39529490,70.60344295,0.92258823,13.60147051,26265,255,NaN,NaN,100,26265,607,84,53.97262661,11.00000000,1.21359482,0.82399824,0.90350877,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,77,255,0,255,255,255,998.51298701,81.08441558,998.51298701,81.08441558,33.55634919,994,75,8,12,12.66632536,7.74016474,97.29300662,0.85931260,13.41640786,19635,255,NaN,NaN,100,19635,996,75,116.56505118,8.00000000,1.63644131,0.61108210,0.92771084,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,52,255,0,255,255,255,920.11538462,86.19230769,920.11538462,86.19230769,28.38477631,916,82,9,9,8.79090871,7.53146899,140.08924108,0.81103997,10.29563014,13260,255,NaN,NaN,100,13260,916,83,150.94539590,8.82522608,1.16722365,0.85673384,0.82539683,1
11,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,52,255,0,255,255,255,1112.40384615,89.86538462,1112.40384615,89.86538462,28.97056275,1108,86,8,9,8.29246197,7.98417365,89.43465452,0.77857301,10.00000000,13260,255,NaN,NaN,100,13260,1109,86,126.86989765,8.00000000,1.03861243,0.96282307,0.84552846,1
12,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,50,255,0,255,255,255,54.70000000,93.66000000,54.70000000,93.66000000,25.79898987,50,90,10,7,9.84437040,6.46684091,169.29587183,0.94400537,10.44030651,12750,255,NaN,NaN,100,12750,50,92,163.30075577,7.00000000,1.52228430,0.65690752,0.88495575,0
13,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,95,255,0,255,255,255,763.95263158,98.43684211,763.95263158,98.43684211,39.69848481,758,91,12,14,16.57752941,7.29648874,128.74045094,0.75750518,17.20465053,24225,255,NaN,NaN,100,24225,759,91,125.53767779,8.32050294,2.27198725,0.44014331,0.87557604,1
14,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,23,255,0,255,255,255,52.45652174,100.89130435,52.45652174,100.89130435,16.72792206,50,98,5,6,6.19608888,4.72628945,66.90940554,1.00000000,6.70820393,5865,255,NaN,NaN,100,5865,51,104,63.43494882,5.00000000,1.31098380,0.76278593,0.88461538,1
15,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,144,255,0,255,255,255,505.61805556,130.55555556,505.61805556,130.55555556,71.25483400,497,123,17,16,15.08510757,12.15413901,124.75667610,0.35640492,21.26029163,36720,255,NaN,NaN,100,36720,500,123,131.18592517,15.13365531,1.24114983,0.80570450,0.68408551,1
16,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,106,255,0,255,255,255,619.00000000,143.84905660,619.00000000,143.84905660,41.45584412,613,137,11,14,13.74336492,9.82025818,107.36027111,0.77507585,14.86606875,27030,255,NaN,NaN,100,27030,618,137,109.65382406,11.00000000,1.39949120,0.71454540,0.86885246,0
17,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,95,255,0,255,255,255,1141.44736842,145.88947368,1141.44736842,145.88947368,41.11269837,1135,139,13,14,16.83618876,7.18439063,127.17192629,0.70628748,17.02938637,24225,255,NaN,NaN,100,24225,1136,140,130.23635831,8.04315285,2.34344005,0.42672310,0.85201794,1
18,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,47,255,0,255,255,255,44.88297872,148.73404255,44.88297872,148.73404255,26.97056275,42,143,6,11,10.58321428,5.65445025,94.42507224,0.81194704,11.18033989,11985,255,NaN,NaN,100,11985,44,143,100.30484647,6.00000000,1.87166105,0.53428477,0.86238532,1
19,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,25,255,0,255,255,255,1137.22000000,151.38000000,1137.22000000,151.38000000,22.38477631,1134,147,7,8,9.56777345,3.32689615,129.52512290,0.62696653,10.63014581,6375,255,NaN,NaN,100,6375,1134,147,131.18592517,4.24264069,2.87588582,0.34771895,0.78125000,0
