 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,71,255,0,255,255,255,274.35915493,9.02112676,274.35915493,9.02112676,39.55634919,271,0,6,17,17.42050676,5.18928691,78.81597523,0.57021129,17.72004515,18105,255,NaN,NaN,100,18105,272,17,73.61045967,6.00000000,3.35701360,0.29788381,0.87654321,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,113,255,0,255,255,255,316.16371681,4.53539823,316.16371681,4.53539823,42.62741700,310,0,14,11,13.32369643,10.79850995,19.11076976,0.78146633,15.65247584,28815,255,NaN,NaN,100,28815,310,7,26.56505118,11.00000000,1.23384583,0.81047403,0.92622951,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,135,255,0,255,255,255,398.72962963,8.99629630,398.72962963,8.99629630,48.76955262,391,0,15,17,19.35698162,8.87986267,129.30579696,0.71325708,20.24845673,34425,255,NaN,NaN,100,34425,393,0,122.90524292,10.60660172,2.17987398,0.45874211,0.86538462,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,30,255,0,255,255,255,771.00000000,2.66666667,771.00000000,2.66666667,19.89949494,768,0,6,6,6.36615458,6.00004066,53.25218069,0.95202206,7.81024968,7650,255,NaN,NaN,100,7650,769,6,50.19442891,6.00000000,1.06101857,0.94249057,0.90909091,0
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,22,255,0,255,255,255,1048.54545455,1.09090909,1048.54545455,1.09090909,23.89949494,1043,0,11,3,10.50361085,2.66682290,179.50056546,0.48401085,11.04536102,5610,255,NaN,NaN,100,5610,1043,0,174.80557109,3.00000000,3.93862331,0.25389582,0.83018868,0
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,122,255,0,255,255,255,56.18032787,22.76229508,56.18032787,22.76229508,43.69848481,50,15,14,14,16.12833148,9.63120238,135.06081441,0.80285467,17.20465053,31110,255,NaN,NaN,100,31110,53,15,125.53767779,11.00000000,1.67459169,0.59716049,0.86832740,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,140,255,0,255,255,255,161.32142857,22.42142857,161.32142857,22.42142857,47.35533906,154,15,15,14,14.14146023,12.60503041,83.01555074,0.78451274,15.81138830,35700,255,NaN,NaN,100,35700,154,27,18.43494882,14.00000000,1.12189021,0.89135282,0.86419753,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,38,255,0,255,255,255,243.36842105,25.10526316,243.36842105,25.10526316,25.79898987,239,21,9,8,9.24475463,5.23357348,141.69854354,0.71744408,10.63014581,9690,255,NaN,NaN,100,9690,241,21,131.18592517,6.36396103,1.76643257,0.56611275,0.80000000,0
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,194,255,0,255,255,255,605.24742268,40.82474227,605.24742268,40.82474227,65.84062043,597,32,17,19,18.00347220,13.72004627,56.58504833,0.56237210,20.80865205,49470,255,NaN,NaN,100,49470,600,50,54.78240703,15.97648820,1.31220200,0.76207779,0.76377953,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,135,255,0,255,255,255,1256.08518519,62.64814815,1256.08518519,62.64814815,47.94112550,1251,54,11,18,18.46914528,9.30672946,67.14333399,0.73812035,19.31320792,34425,255,NaN,NaN,100,34425,1252,72,68.74949449,10.73312629,1.98449362,0.50390688,0.90000000,1
