 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,37_y.tif:0001-0017,700,0.99384212,0.04264129,0.99909003,0.53409326,1,1052.35571429,16.38714286,1052.35416459,16.38756085,139.09545443,1035,0,34,34,36.46434850,24.44216661,128.00718834,0.45465506,41.23105626,695.68948704,1.00000000,-8.39001764,74.39348413,100,695.68948704,1036,1,129.09385889,27.58451849,1.49186237,0.67030312,0.83983203,-3.403E38,3.4e38,0
2,37_y.tif:0002-0014,549,0.99223287,0.04687298,0.99902523,0.50091976,1,1082.31602914,8.52367942,1082.34571461,8.50593647,129.63961031,1059,0,42,28,33.60993751,20.79767360,169.77614370,0.41049396,43.41658669,544.73584795,1.00000000,-7.45421613,59.86658684,100,544.73584795,1059,1,165.32360686,28.00000000,1.61604313,0.61879537,0.71160078,-3.403E38,3.4e38,0
3,37_y.tif:0003-0031,305,0.99566613,0.03253350,0.99909712,0.53772539,1,1103.05409836,32.12622951,1103.06096153,32.12962443,84.91168825,1084,22,34,18,28.91299893,13.43126191,11.57730843,0.53158749,34.23448554,303.67816913,1.00000000,-10.85067958,135.50298541,100,303.67816913,1084,36,6.70983681,15.17893277,2.15266437,0.46454060,0.81550802,-3.403E38,3.4e38,0
4,37_y.tif:0004-0055,940,0.99465748,0.04131311,0.99902057,0.49853089,1,1127.94042553,54.64574468,1127.94728376,54.65285150,146.55129855,1101,34,52,42,57.95292799,20.65202249,142.86542232,0.54999454,57.68882041,934.97803357,1.00000000,-9.17471935,89.14457777,100,934.97803357,1101,41,146.30993247,22.54704821,2.80616235,0.35635857,0.85649203,-3.403E38,3.4e38,0
5,37_y.tif:0005-0076,629,0.99395359,0.06067489,0.99805973,0.00657986,1,1106.60651828,76.88632750,1106.63548486,76.86699790,127.53910524,1096,57,22,39,39.44283185,20.30451760,91.65937771,0.48593007,40.49691346,625.19680936,1.00000000,-14.16138287,217.94719119,100,625.19680936,1100,57,110.22485943,22.00000000,1.94256434,0.51478346,0.86223441,-3.403E38,3.4e38,0
6,37_y.tif:0006-0072,319,0.97605251,0.13561324,0.99804728,0.00020633,1,1087.96081505,74.12695925,1087.97880606,74.15255495,82.66904756,1077,60,20,25,21.98057977,18.47828488,98.85607730,0.58656302,25.31797780,311.36074917,1.00000000,-6.37841674,40.59130980,100,311.36074917,1088,60,99.09027692,20.00000000,1.18953571,0.84066413,0.83507853,-3.403E38,3.4e38,0
7,37_y.tif:0007-0079,675,0.97915682,0.13110812,0.99804688,0.00000002,1,1166.20814815,79.40962963,1166.14591731,79.35537670,112.61017306,1146,62,39,34,38.41372362,22.37316801,149.71180973,0.66889567,39.62322551,660.93085682,1.00000000,-6.81070914,45.86567931,100,660.93085682,1146,76,169.82448916,23.57475834,1.71695504,0.58242643,0.87890625,-3.403E38,3.4e38,0
8,37_y.tif:0008-0114,371,0.99416135,0.03937143,0.99921654,0.59886944,1,1487.75606469,121.36792453,1487.75299223,121.41361629,191.98275606,1482,71,16,86,74.99936123,6.29834526,99.10793558,0.12649091,87.29833904,368.83386016,1.00000000,-8.33705431,72.67893805,100,368.83386016,1483,71,99.89392067,9.86393924,11.90778818,0.08397865,0.59935380,-3.403E38,3.4e38,0
9,37_y.tif:0009-0094,385,0.99760638,0.02362269,0.99922137,0.60134226,1,1057.96233766,95.58831169,1057.98600733,95.58406394,91.39696962,1044,82,26,25,28.30408117,17.31895912,32.61851546,0.57917126,32.01562119,384.07845783,1.00000000,-13.71607539,211.78152383,100,384.07845783,1045,106,38.65980825,19.47345333,1.63428304,0.61188911,0.82974138,-3.403E38,3.4e38,0
10,37_y.tif:0010-0106,1061,0.92120391,0.25720548,0.99804688,6.062E-20,1,1192.01555137,109.76201697,1192.52146078,109.79896837,156.16652224,1171,84,41,45,49.36220878,27.36723478,124.31850117,0.54670037,52.47856705,977.39734848,1.00000000,-3.16956004,8.26375273,100,977.39734848,1185,84,120.96375653,30.31158106,1.80369735,0.55441674,0.86753884,-3.403E38,3.4e38,0
