 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,37_y.tif:0001-0128,350,0.96260106,0.17779620,0.99804688,3.366E-11,1,1035.16571429,126.76000000,1035.01768853,126.39250929,91.15432893,1024,115,21,26,24.29935239,18.33932994,94.24701168,0.52932610,27.20294102,336.91037055,1,-4.99842840,23.61604510,100,336.91037055,1033,115,107.10272897,20.55050375,1.32498583,0.75472505,0.81967213,-3.403E38,3.4e38,0
2,37_y.tif:0002-0158,382,0.98751087,0.08488391,0.99804694,0.00003147,1,1037.93193717,157.76439791,1037.95705157,157.90498587,114.02438662,1030,140,18,37,34.17150253,14.23342464,93.54510074,0.36921364,37.33630941,377.22915210,1,-9.47328441,99.25363836,100,377.22915210,1031,177,82.30394828,18.00000000,2.40079274,0.41652908,0.73320537,-3.403E38,3.4e38,0
3,37_y.tif:0003-0175,274,0.99720863,0.02340808,0.99943879,0.71266180,1,987.45255474,175.91605839,987.44331245,175.91708758,71.01219331,981,162,14,27,27.17439597,12.83810082,81.66572689,0.68280167,28.16025568,273.23516482,1,-9.75463590,101.07413898,100,273.23516482,982,189,73.49563862,13.93052066,2.11669906,0.47243371,0.89983580,-3.403E38,3.4e38,0
4,37_y.tif:0004-0238,277,0.99824500,0.02187110,0.99929741,0.64027357,1,947.45667870,238.93321300,947.45526670,238.91734722,80.66904756,937,225,20,27,29.03325968,12.14770087,62.57657580,0.53490391,30.88689042,276.51386499,1,-15.95712723,258.04767220,100,276.51386499,941,252,60.94539590,16.09968944,2.39002096,0.41840637,0.78805121,-3.403E38,3.4e38,0
5,37_y.tif:0005-0320,374,0.99823749,0.01703736,0.99943236,0.70936590,1,25.79411765,320.98128342,25.80451192,320.98132663,90.81118318,12,310,30,21,28.21965668,16.87446432,157.74524039,0.56990543,30.41381265,373.34081978,1,-14.12092700,224.44588775,100,373.34081978,15,313,152.59242456,20.49398566,1.67232904,0.59796845,0.82378855,-3.403E38,3.4e38,0
6,37_y.tif:0006-0406,393,0.99841625,0.01825262,0.99946198,0.72453493,1,1185.70356234,405.96819338,1185.70688520,405.97920017,79.49747468,1175,393,22,27,26.53030848,18.86081126,81.38401723,0.78144020,27.45906044,392.37758815,1,-12.43981615,161.52479669,100,392.37758815,1185,393,100.49147701,20.29093373,1.40663666,0.71091564,0.88513514,-3.403E38,3.4e38,0
7,37_y.tif:0007-0412,461,0.99674200,0.03267522,0.99913114,0.55514342,1,1202.99457701,413.33080260,1202.97631285,413.35116746,92.66904756,1190,399,25,27,26.94176038,21.78638002,80.22916033,0.67459232,30.80584360,459.49806279,1,-11.37430272,134.95986894,100,459.49806279,1192,426,54.24611275,24.92886144,1.23663318,0.80864723,0.85687732,-3.403E38,3.4e38,0
8,37_y.tif:0008-0469,4456,0.99934004,0.01840826,0.99804688,0.00000511,1,1544.48227110,471.13285458,1544.48513823,471.11971332,358.96046148,1500,410,84,119,122.43954104,46.33760763,71.37286507,0.43457208,119.26860442,4453.05922644,1,-42.87463459,2109.61494842,100,4453.05922644,1549,529,86.15396991,58.12387115,2.64233626,0.37845297,0.80028736,-3.403E38,3.4e38,0
9,37_y.tif:0009-0433,364,0.99700904,0.03051002,0.99910170,0.54007208,1,1206.67307692,433.16758242,1206.67618306,433.15355973,79.45584412,1193,425,27,16,26.30939609,17.61572910,176.22422695,0.72453531,28.65309756,362.91129237,1,-11.99951985,156.93971894,100,362.91129237,1193,427,150.75117366,16.00000000,1.49351730,0.66956037,0.93094629,-3.403E38,3.4e38,0
10,37_y.tif:0010-0490,4231,0.99854033,0.02839819,0.99805127,0.00224910,1,1581.22394233,492.42980383,1581.24276198,492.37106860,331.96551211,1551,428,49,124,124.86018032,43.14487213,85.17900026,0.48246627,124.90396311,4224.82412638,1,-26.48898491,800.77138821,100,4224.82412638,1580,552,83.10257244,49.00000000,2.89397498,0.34554549,0.92269109,-3.403E38,3.4e38,0
