 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,128,255,0,255,255,255,274.82031250,8.84375000,274.82031250,8.84375000,50.28427125,269,0,11,18,17.93752047,9.08568506,77.06915188,0.63614411,18.97366596,32640,255,NaN,NaN,100,32640,272,18,71.56505118,10.42903188,1.97426175,0.50651845,0.84768212,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,118,255,0,255,255,255,316.47457627,4.36440678,316.47457627,4.36440678,44.04163056,309,0,16,11,14.10201607,10.65395653,9.65404646,0.76447818,16.12451550,30090,255,NaN,NaN,100,30090,309,0,172.87498365,11.00000000,1.32364122,0.75549173,0.90421456,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,169,255,0,255,255,255,399.13905325,9.39940828,399.13905325,9.39940828,55.94112550,391,0,17,18,21.09764076,10.19912537,129.39034538,0.67863174,24.04163056,43095,255,NaN,NaN,100,43095,391,1,135.00000000,12.02081528,2.06857353,0.48342492,0.86666667,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,50,255,0,255,255,255,770.28000000,2.92000000,770.28000000,2.92000000,28.97056275,765,0,10,8,8.84498113,7.19752550,163.74504531,0.74862790,10.29563014,12750,255,NaN,NaN,100,12750,765,0,150.94539590,8.00000000,1.22889195,0.81374119,0.87719298,1
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,34,255,0,255,255,255,1048.70588235,1.29411765,1048.70588235,1.29411765,29.89949494,1042,0,14,3,13.88345963,3.11810929,0.75814945,0.47792646,14.14213562,8670,255,NaN,NaN,100,8670,1042,2,8.13010235,3.00000000,4.45252502,0.22459166,0.90666667,0
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,25,255,0,255,255,255,1255.22000000,7.58000000,1255.22000000,7.58000000,19.31370850,1253,4,5,7,7.93909370,4.00939828,113.62532045,0.84220638,8.60232527,6375,255,NaN,NaN,100,6375,1253,4,125.53767779,4.74341649,1.98012099,0.50501964,0.87719298,0
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,30,255,0,255,255,255,1171.50000000,11.23333333,1171.50000000,11.23333333,22.14213562,1168,8,7,6,7.42961322,5.14120792,35.11264037,0.76893938,9.21954446,7650,255,NaN,NaN,100,7650,1168,14,40.60129465,6.00000000,1.44511044,0.69198864,0.82191781,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,103,255,0,255,255,255,458.85922330,17.88834951,458.85922330,17.88834951,38.04163056,453,12,12,12,13.54822294,9.67976935,128.10232847,0.89439393,14.86606875,26265,255,NaN,NaN,100,26265,455,12,132.27368901,10.60660172,1.39964316,0.71446782,0.90350877,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,158,255,0,255,255,255,56.15822785,22.66455696,56.15822785,22.66455696,49.69848481,49,14,15,16,17.81814594,11.29027951,131.30507102,0.80386044,19.41648784,40290,255,NaN,NaN,100,40290,53,14,124.50852299,12.48075442,1.57818466,0.63363941,0.90544413,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,168,255,0,255,255,255,160.56547619,22.72619048,160.56547619,22.72619048,51.11269837,153,15,16,15,15.80209124,13.53645162,49.94612090,0.80809334,17.88854382,42840,255,NaN,NaN,100,42840,153,29,26.56505118,14.75804865,1.16737323,0.85662406,0.89839572,1
11,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,21,255,0,255,255,255,971.40476190,18.78571429,971.40476190,18.78571429,18.14213562,968,16,7,5,6.93765271,3.85404568,18.78078180,0.80177469,7.28010989,5355,255,NaN,NaN,100,5355,968,20,15.94539590,4.42718872,1.80009613,0.55552589,0.79245283,0
12,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,66,255,0,255,255,255,241.50000000,24.18181818,241.50000000,24.18181818,35.45584412,236,19,13,10,12.81370360,6.55812032,151.37241450,0.65974809,14.76482306,16830,255,NaN,NaN,100,16830,236,21,151.69924423,8.22192192,1.95386833,0.51180521,0.79518072,1
13,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,247,255,0,255,255,255,605.79554656,40.84412955,605.79554656,40.84412955,77.25483400,597,31,19,24,20.05254792,15.68330213,87.93692827,0.52006244,25.00000000,62985,255,NaN,NaN,100,62985,604,31,106.26020471,18.74797286,1.27859221,0.78211019,0.74397590,1
14,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,88,255,0,255,255,255,122.28409091,48.28409091,122.28409091,48.28409091,34.04163056,117,42,10,12,12.23912814,9.15466189,61.96540440,0.95427122,13.03840481,22440,255,NaN,NaN,100,22440,119,54,57.52880771,9.89949494,1.33692847,0.74798317,0.91191710,0
15,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,46,255,0,255,255,255,674.63043478,53.63043478,674.63043478,53.63043478,26.14213562,672,49,6,10,10.02763615,5.84076030,95.31835541,0.84583484,10.44030651,11730,255,NaN,NaN,100,11730,672,49,106.69924423,6.00000000,1.71683747,0.58246632,0.89320388,1
16,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,213,255,0,255,255,255,1255.03990610,63.22300469,1255.03990610,63.22300469,61.94112550,1247,54,16,21,21.24236713,12.76693983,66.86038627,0.69763985,24.18677324,54315,255,NaN,NaN,100,54315,1249,75,60.25511870,14.73397053,1.66385738,0.60101305,0.85714286,1
17,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,127,255,0,255,255,255,349.16141732,62.18503937,349.16141732,62.18503937,42.28427125,342,56,15,12,14.75953980,10.95572249,12.50202565,0.89259795,16.15549442,32385,255,NaN,NaN,100,32385,342,65,21.80140949,12.00000000,1.34719913,0.74228076,0.90391459,1
18,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,124,255,0,255,255,255,1077.16129032,64.26612903,1077.16129032,64.26612903,40.87005769,1071,58,13,13,12.98144372,12.16210669,11.99170241,0.93286983,13.92838828,31620,255,NaN,NaN,100,31620,1071,68,21.03751103,12.96533841,1.06736802,0.93688398,0.90842491,1
19,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,124,255,0,255,255,255,1172.95967742,65.91129032,1172.95967742,65.91129032,43.69848481,1166,60,15,12,15.69507783,10.05931320,25.25613838,0.81601622,17.00000000,31620,255,NaN,NaN,100,31620,1166,70,28.07248694,10.95602495,1.56025342,0.64092152,0.88256228,1
20,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,100,255,0,255,255,255,211.69000000,67.34000000,211.69000000,67.34000000,39.45584412,205,61,13,12,11.98055627,10.62754947,37.57462385,0.80721121,13.60147051,25500,255,NaN,NaN,100,25500,207,71,36.02737339,11.70042734,1.12731127,0.88706645,0.85836910,1
21,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,249,255,0,255,255,255,611.40361446,77.21485944,611.40361446,77.21485944,61.25483400,602,67,19,20,21.40209631,14.81334548,49.38835073,0.83392785,21.63330765,63495,255,NaN,NaN,100,63495,606,87,56.30993247,15.51052773,1.44478479,0.69214460,0.90710383,1
22,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,124,255,0,255,255,255,998.68548387,81.43548387,998.68548387,81.43548387,43.45584412,993,73,11,16,16.26289289,9.70809465,109.34905179,0.82515430,17.46424920,31620,255,NaN,NaN,100,31620,997,73,113.62937773,10.68593417,1.67518895,0.59694759,0.90842491,1
23,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,44,255,0,255,255,255,1185.04545455,79.65909091,1185.04545455,79.65909091,24.14213562,1182,75,6,9,9.10034457,6.15608997,73.84844279,0.94866127,9.84885780,11220,255,NaN,NaN,100,11220,1183,84,66.03751103,6.00000000,1.47826699,0.67646779,0.91666667,0
24,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,127,255,0,255,255,255,920.13779528,85.64960630,920.13779528,85.64960630,42.28427125,914,79,14,13,13.18445510,12.26455102,174.64742101,0.89259795,14.86606875,32385,255,NaN,NaN,100,32385,914,82,160.34617594,12.96533841,1.07500512,0.93022813,0.90070922,1
25,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,147,255,0,255,255,255,257.31632653,88.56802721,257.31632653,88.56802721,47.45584412,252,80,11,18,16.94378561,11.04630438,85.26079193,0.82025294,18.43908891,37485,255,NaN,NaN,100,37485,254,98,77.47119229,11.00000000,1.53388726,0.65193839,0.91021672,1
26,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,172,255,0,255,255,255,1112.13372093,89.13372093,1112.13372093,89.13372093,49.69848481,1105,82,15,15,15.48014623,14.14697242,36.03541908,0.87508858,17.00000000,43860,255,NaN,NaN,100,43860,1105,93,28.07248694,15.00000000,1.09423739,0.91387847,0.90526316,1
27,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,149,255,0,255,255,255,763.50671141,97.86241611,763.50671141,97.86241611,52.76955262,757,88,14,18,19.79138524,9.58561970,124.48814703,0.67240248,22.20360331,37995,255,NaN,NaN,100,37995,757,88,125.83765295,10.73312629,2.06469544,0.48433293,0.88427300,1
28,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,143,255,0,255,255,255,54.40209790,96.21328671,54.40209790,96.21328671,47.94112550,49,89,13,17,16.58803268,10.97618135,67.16646676,0.78186082,18.02775638,36465,255,NaN,NaN,100,36465,51,106,70.55996517,12.95509486,1.51127538,0.66169277,0.87461774,1
29,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,25,255,0,255,255,255,208.62000000,115.18000000,208.62000000,115.18000000,22.48528137,207,110,3,10,9.99436913,3.18489223,91.54408401,0.62137420,10.19803903,6375,255,NaN,NaN,100,6375,208,110,101.30993247,3.00000000,3.13805567,0.31866866,0.90909091,0
30,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.png,364,255,0,255,255,255,506.84615385,129.94230769,506.84615385,129.94230769,79.74011537,496,117,22,25,23.97591665,19.33019709,62.46547915,0.71937862,25.70992026,92820,255,NaN,NaN,100,92820,504,142,76.50426672,21.58567063,1.24033483,0.80623391,0.85546416,1
