 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,67,255,0,255,255,255,274.41044776,8.72388060,274.41044776,8.72388060,38.72792206,271,0,6,16,17.03197351,5.00864151,78.56968871,0.56135329,17.08800749,17085,255,NaN,NaN,100,17085,271,16,69.44395478,6.00000000,3.40051758,0.29407288,0.88157895,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,118,255,0,255,255,255,316.46610169,4.54237288,316.46610169,4.54237288,44.62741700,310,0,14,11,13.90891400,10.80186895,9.90991913,0.74454057,15.65247584,30090,255,NaN,NaN,100,30090,310,7,26.56505118,11.00000000,1.28763958,0.77661483,0.91828794,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,21,255,0,255,255,255,771.16666667,1.88095238,771.16666667,1.88095238,19.31370850,768,0,6,5,6.03439199,4.43094027,169.25833812,0.70745336,6.70820393,5355,255,NaN,NaN,100,5355,768,0,153.43494882,5.00000000,1.36187618,0.73428115,0.84000000,0
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,20,255,0,255,255,255,1048.35000000,1.00000000,1048.35000000,1.00000000,23.89949494,1043,0,11,3,10.39827459,2.44894388,0.19415419,0.44000986,11.04536102,5100,255,NaN,NaN,100,5100,1043,0,174.80557109,3.00000000,4.24602405,0.23551445,0.80000000,0
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,123,255,0,255,255,255,399.02845528,9.34552846,399.02845528,9.34552846,45.11269837,392,1,14,15,17.53669917,8.93032734,128.96198135,0.75948179,19.10497317,31365,255,NaN,NaN,100,31365,392,2,132.87890360,9.89949494,1.96372412,0.50923650,0.89454545,1
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,119,255,0,255,255,255,56.10504202,22.81092437,56.10504202,22.81092437,43.69848481,50,15,14,14,15.84722073,9.56101441,134.97606344,0.78311234,17.20465053,30345,255,NaN,NaN,100,30345,50,18,144.46232221,10.81665383,1.65748320,0.60332437,0.87179487,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,135,255,0,255,255,255,161.18148148,22.56666667,161.18148148,22.56666667,46.76955262,154,15,15,14,13.91907465,12.34904927,91.49776910,0.77556321,15.52417470,34425,255,NaN,NaN,100,34425,154,27,14.93141718,14.00000000,1.12713735,0.88720332,0.86816720,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,28,255,0,255,255,255,242.35714286,24.50000000,242.35714286,24.50000000,21.79898987,238,21,8,7,7.26207811,4.90916054,140.97487861,0.74044901,8.94427191,7140,255,NaN,NaN,100,7140,238,23,153.43494882,5.65685425,1.47929123,0.67599941,0.74666667,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,185,255,0,255,255,255,605.18648649,40.45675676,605.18648649,40.45675676,65.25483400,597,32,17,17,18.27323957,12.89039718,53.64662364,0.54595420,20.61552813,47175,255,NaN,NaN,100,47175,598,48,39.09385889,15.05196990,1.41758546,0.70542484,0.78723404,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tifthrsh.png,129,255,0,255,255,255,1256.08914729,62.67829457,1256.08914729,62.67829457,47.69848481,1251,55,11,17,18.29994289,8.97532316,67.65769863,0.71250909,19.23538406,32895,255,NaN,NaN,100,32895,1252,72,62.10272897,10.28591270,2.03891744,0.49045635,0.90209790,1
