 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0001-0010,135,0.75895825,0.12994259,0.87074723,0.50199747,0.97282010,274.81851852,9.32962963,274.78095009,9.40097236,55.11269837,269,0,11,20,19.35859046,8.87912469,72.02231323,0.55852200,20.61552813,102.45936310,0.77624995,-0.30511616,-1.04776988,100,102.45936310,273,20,75.96375653,11.00000000,2.18023636,0.45866587,0.83333333,-3.403E38,3.4e38,1
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0002-0006,127,0.78023395,0.12707065,0.72749933,0.50251138,0.99269789,316.14566929,4.84645669,315.98380949,4.64961010,46.04163056,309,0,15,12,13.84210662,11.68185065,15.04050183,0.75285648,16.12451550,99.08971208,0.78014624,-0.19123646,-0.82197430,100,99.08971208,310,8,29.74488130,12.00000000,1.18492412,0.84393590,0.89122807,-3.403E38,3.4e38,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0003-0008,147,0.78880582,0.12802132,0.71310952,0.50004578,0.98061246,399.05782313,9.16666667,399.19455406,9.31041030,52.76955262,391,0,15,17,18.52175721,10.10520821,130.78816242,0.66337695,20.00000000,115.95445532,0.81528157,-0.55294141,-0.58534577,100,115.95445532,393,0,126.86989765,11.62755348,1.83289219,0.54558583,0.85964912,-3.403E38,3.4e38,1
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0004-0004,53,0.73790054,0.12610935,0.60285821,0.51659560,0.97191989,770.65094340,3.10377358,770.68216879,2.91458270,33.79898987,765,0,10,8,9.32592545,7.23592487,160.83035856,0.58301307,10.63014581,39.10872847,0.72850120,0.12112087,-1.04507115,100,39.10872847,766,0,131.18592517,8.00000000,1.28883669,0.77589349,0.83464567,-3.403E38,3.4e38,1
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0005-0001,33,0.78411859,0.13510773,0.66912720,0.56440467,0.99334818,1048.89393939,1.28787879,1048.89605486,1.19900886,29.89949494,1042,0,14,3,13.37443791,3.14158287,0.63894830,0.46386980,14.03566885,25.87591332,0.80361068,-0.02937697,-1.20694782,100,25.87591332,1042,0,175.91438322,3.00000000,4.25722907,0.23489457,0.90410959,-3.403E38,3.4e38,0
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0006-0007,26,0.62347723,0.07060143,0.68448351,0.50025564,0.74026752,1255.15384615,6.57692308,1255.15933268,6.50883135,34.38477631,1252,2,6,11,9.55518113,3.46453172,112.44403988,0.27634449,11.70469991,16.21040803,0.61073220,0.00768531,-1.12597437,100,16.21040803,1253,2,109.98310652,5.37587202,2.75800076,0.36258148,0.56521739,-3.403E38,3.4e38,0
7,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0007-0017,115,0.72935751,0.12795344,0.80823002,0.37462178,0.92550868,458.86521739,17.43043478,458.96305659,17.37087786,47.35533906,452,10,13,15,14.47848324,10.11311373,116.81204930,0.64442118,17.00000000,83.87611389,0.75838166,-0.49654030,-0.76065748,100,83.87611389,456,10,118.07248694,11.62755348,1.43165435,0.69849262,0.82437276,-3.403E38,3.4e38,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0008-0022,146,0.81788281,0.12098532,0.90969100,0.50637949,0.99686760,56.02054795,22.69863014,55.87237492,22.57330385,50.52691193,49,14,15,17,17.72559366,10.48726362,132.95166652,0.71864963,19.72308292,119.41089070,0.84513366,-0.60348253,-0.45248190,100,119.41089070,53,14,120.46554492,12.08397583,1.69020197,0.59164527,0.84149856,-3.403E38,3.4e38,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0009-0023,174,0.84245098,0.13198395,0.97664375,0.50374359,0.99686962,161.23563218,22.33908046,161.33193126,22.21827946,57.59797975,154,14,15,18,15.82749547,13.99739341,91.70112408,0.65908983,18.43908891,146.58647025,0.88190031,-0.94763153,-0.10392765,100,146.58647025,158,14,102.52880771,14.96030784,1.13074592,0.88437197,0.85925926,-3.403E38,3.4e38,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3.tif:0010-0023,81,0.73438403,0.13056942,0.77102640,0.50356811,0.93284285,240.85802469,23.75925926,240.73948083,23.77720375,33.21320344,235,19,12,9,12.50078275,8.25007563,155.28468984,0.92272726,13.41640786,59.48510617,0.76873350,-0.23533983,-1.23774615,100,59.48510617,235,21,153.43494882,9.00000000,1.51523250,0.65996472,0.90502793,-3.403E38,3.4e38,1
