,name,tp,fp,fn,avg_area,avg_circularity
0,37_y.png,2,3,3,644.2,0.326377386
0,Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,0,0.0,0.0
0,Mar19bS2C1R1_LHl_200x_y.png,0,0,4,0.0,0.0
0,Mar20bS1C1R3_VLPAGl_200x_y.png,0,0,2,0.0,0.0
0,Mar23bS1C1R4_VLPAGl_200x_y.png,0,2,0,557.5,0.22597552
0,Mar23bS1C5R2_DMr_200x_y.png,0,0,4,0.0,0.0
0,Mar26bS2C1R1_LHr_200x_y.png,1,1,1,660.0,0.260900215
0,Mar27bS1C2R2_LHr_200x_y.png,2,1,11,611.3333333333334,0.38244704333333335
0,MAR38S1C3R1_DMR_20_o.png,23,0,38,744.0869565217391,0.5120580060869565
0,MAR55S3C2R2_VLPAGR_20_o.png,5,0,15,627.4,0.5778713099999999
