 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr,points
1,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0001-0046,1993,0.31345118,0.25718794,0.01957860,0.00000000,0.91129488,35.39362770,43.68514802,33.71065783,41.49863670,285.94826817,7,0,59,92,83.88280071,30.25133151,70.34554612,0.30629663,97.49871794,624.70819901,0.25226140,0.63068182,-0.81748326,99.79929754,624.70819901,16,91,68.96248897,48.20120432,2.77286309,0.36063807,0.60057255,-3.403E38,3.4e38,4
2,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0002-0040,312,0.42426813,0.31617318,0.88332989,0.01593973,0.91675872,141.17628205,41.02243590,141.31331062,40.69520472,68.28427125,129,31,21,19,22.12592173,17.95408764,35.34701628,0.84085885,25.23885893,132.37165532,0.27588820,0.47731970,-1.45493871,100.00000000,132.37165532,129,45,33.69006753,19.00000000,1.23236124,0.81145038,0.95412844,-3.403E38,3.4e38,1
3,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0003-0041,33,0.57812801,0.17882661,0.72020828,0.24037191,0.83812428,3.31818182,41.50000000,3.54835646,41.41571057,20.48528137,0,39,7,5,7.62006364,5.51398347,0.00000000,0.98818882,8.06225775,19.07822430,0.62083745,-0.33803884,-1.24292850,100.00000000,19.07822430,0,39,150.25511870,5.00000000,1.38195257,0.72361383,0.97058824,-3.403E38,3.4e38,0
4,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0004-0067,340,0.36351936,0.33139664,0.01323656,0.00442574,0.90665406,100.42647059,67.20000000,97.63378518,68.10304706,74.08326112,88,58,25,18,26.26719907,16.48068544,8.63601651,0.77848204,26.24880950,123.59658215,0.21826869,0.63146763,-1.25561051,100.00000000,123.59658215,88,71,17.74467163,17.42629265,1.59381715,0.62742455,0.89947090,-3.403E38,3.4e38,1
5,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0005-0117,581,0.14851492,0.05479842,0.06845448,0.06305031,0.31458947,122.99225473,119.09208262,124.78942128,121.25535686,120.12489168,105,100,41,34,44.43374647,16.64843130,138.61097418,0.50596442,48.02082881,86.28717120,0.14868078,0.49437454,0.24936194,100.00000000,86.28717120,105,101,148.62699486,21.76624944,2.66894494,0.37467989,0.76146789,-3.403E38,3.4e38,1
6,BKO-426-S42-Iba-Syn-Cortex-10x-F2a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-3.tif:0006-0124,344,0.29656267,0.31837593,0.01949925,0.00000000,0.90760124,57.36046512,124.44186047,60.64439470,122.23013306,77.59797975,47,113,19,23,23.97432406,18.26931188,99.04112953,0.71790583,26.92582404,102.01755951,0.13007843,0.82739008,-0.86258289,99.70930233,102.01755951,50,113,121.32869287,19.00000000,1.31227296,0.76203658,0.88318357,-3.403E38,3.4e38,1
7,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0001-0004,68,0.01808590,0.00151190,0.01772851,0.01277857,0.02256379,69.82352941,3.20588235,69.78552528,3.12879693,32.38477631,64,0,12,8,10.96043057,7.89935108,6.08083959,0.81477365,12.16552506,1.22984110,0.01772242,1.60209800,5.98061274,100.00000000,1.22984110,64,0,170.53767779,8.00000000,1.38751025,0.72071540,0.91891892,-3.403E38,3.4e38,1
8,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0002-0036,571,0.35302971,0.30688784,0.01667561,0.00788743,0.90779763,91.97285464,35.70140105,91.72370188,38.07916446,95.74011537,78,20,27,32,35.85310721,20.27773425,63.23730862,0.78281309,36.71511950,201.57996199,0.22464626,0.63758112,-1.16035536,100.00000000,201.57996199,85,52,60.64224646,22.17647059,1.76810223,0.56557816,0.91874497,-3.403E38,3.4e38,1
9,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0003-0046,445,0.32730928,0.25276970,0.04877708,0.00494415,0.90264255,139.65280899,45.64606742,140.21944478,44.61306579,80.28427125,128,34,22,24,26.42458306,21.44183680,133.19661056,0.86757881,30.61045573,145.65262837,0.27511850,0.57754184,-0.90786256,100.00000000,145.65262837,131,34,128.36748538,22.00000000,1.23238430,0.81143520,0.96008630,-3.403E38,3.4e38,1
10,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0004-0075,296,0.15842319,0.01490247,0.15825252,0.12869717,0.18803968,38.07770270,75.22635135,37.97899649,75.36205005,62.18376618,29,65,19,20,21.24218495,17.74200282,127.27942976,0.96193900,21.95449840,46.89326501,0.16331239,-0.41531763,-1.17973173,100.00000000,46.89326501,32,66,120.06858282,17.67766953,1.19728224,0.83522495,0.95948136,-3.403E38,3.4e38,1
11,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0005-0097,322,0.42727499,0.29057522,0.02217696,0.00998369,0.90183455,131.97204969,96.77950311,133.66628643,98.04668369,67.59797975,119,88,24,18,22.83985073,17.95034207,4.02469059,0.88551985,24.73863375,137.58254660,0.37260348,0.13352557,-1.44117946,100.00000000,137.58254660,119,94,165.96375653,18.00000000,1.27239083,0.78592204,0.94152047,-3.403E38,3.4e38,1
12,BKO-426-S42-Iba-Syn-Cortex-10x-F3a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0006-0118,200,0.13017795,0.01557458,0.12866877,0.06313621,0.14894867,12.13500000,118.18000000,12.09996168,118.38189219,51.69848481,4,110,16,16,18.92514692,13.45553142,133.13213979,0.94033853,20.00000000,26.03558928,0.13346757,-2.53776730,6.80784587,100.00000000,26.03558928,7,110,126.86989765,14.14213562,1.40649569,0.71098689,0.94786730,-3.403E38,3.4e38,1
13,BKO-426-S42-Iba-Syn-Cortex-10x-F4a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-2.tif:0001-0019,1150,0.24202227,0.28345312,0.01961030,0.00000000,0.91277051,47.06173913,18.97391304,46.49338617,18.48801196,131.84062043,30,0,34,39,42.02753590,34.83966988,97.07944925,0.83139848,46.32493929,278.32560718,0.11309963,1.36749610,0.44165686,99.39130435,278.32560718,34,0,122.66091272,34.00000000,1.20631269,0.82897246,0.95159288,-3.403E38,3.4e38,1
14,BKO-426-S42-Iba-Syn-Cortex-10x-F4a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-2.tif:0002-0099,758,0.22616829,0.27980662,0.01959530,0.00000000,0.91207218,87.14643799,101.29947230,86.67754903,97.25661396,107.05382387,70,84,35,31,34.63521268,27.86515515,154.04260261,0.83114099,38.07886553,171.43556415,0.09229253,1.33315744,0.34692270,99.07651715,171.43556415,70,96,156.80140949,28.99137803,1.24295783,0.80453253,0.93063229,-3.403E38,3.4e38,1
15,BKO-426-S42-Iba-Syn-Cortex-10x-F4a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-2.tif:0003-0117,983,0.21001850,0.28816910,0.02316195,0.00000000,0.91222453,14.81637843,115.60579858,14.96348326,116.22803567,118.81118318,0,98,33,38,38.12173942,32.83151533,69.78149041,0.87508198,40.22437072,206.44818388,0.06190244,1.52476308,0.80905593,99.59308240,206.44818388,0,130,34.87532834,33.00000000,1.16113250,0.86122816,0.96136919,-3.403E38,3.4e38,1
16,BKO-426-S42-Iba-Syn-Cortex-10x-F4a_XY1562195154_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-2.tif:0004-0132,1083,0.14895125,0.24090688,0.01960028,0.00000000,0.91230392,132.59233610,133.47414589,133.11845766,135.18913051,126.32590181,112,115,38,35,41.32184059,33.37020828,36.68798327,0.85281240,44.94441011,161.31420334,0.02813190,1.84622010,2.04755382,97.78393352,161.31420334,112,143,32.27564431,35.00000000,1.23828537,0.80756829,0.95840708,-3.403E38,3.4e38,1
17,BKO-460-S57-Iba-Syn-Cortex-10x-F1a_XY1562191200_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0001-0026,822,0.53233406,0.28923840,0.88811120,0.05763018,0.91663277,71.86131387,26.03527981,71.29758965,25.66102559,107.74011537,58,8,28,37,37.17132378,28.15619137,89.28184483,0.88987050,37.94733192,437.57859996,0.61129761,-0.11197271,-1.64720719,100.00000000,437.57859996,66,44,71.56505118,28.00000000,1.32018295,0.75747077,0.95860058,-3.403E38,3.4e38,1
18,BKO-460-S57-Iba-Syn-Cortex-10x-F1a_XY1562191200_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0002-0039,195,0.65143632,0.24316629,0.87570113,0.10014615,0.91217917,11.91538462,38.14615385,11.89665520,37.61035373,52.18376618,4,30,16,18,17.23200912,14.40816968,121.68165184,0.89985728,19.31320792,127.03008251,0.72850323,-0.76501892,-0.73894018,100.00000000,127.03008251,8,30,111.25050551,14.14213562,1.19598877,0.83612825,0.91764706,-3.403E38,3.4e38,1
19,BKO-460-S57-Iba-Syn-Cortex-10x-F1a_XY1562191200_Z0_T0_C2.tiff8bit.pngcropped.pngNpt3-1.tif:0003-0092,166,0.05566172,0.03924168,0.01823139,0.00507856,0.13712262,108.12650602,92.00602410,105.87128028,92.76333336,48.87005769,99,87,19,11,18.88073837,11.19435905,8.17144330,0.87343833,19.64688270,9.23984602,0.04304557,0.33913209,-1.45809647,100.00000000,9.23984602,99,94,14.74356284,11.00000000,1.68662969,0.59289837,0.94857143,-3.403E38,3.4e38,0
