,name,tp,fp,fn,avg_area,avg_circularity
0,37_y.png,1,40,5,132.1951219512195,0.391176833902439
0,Mar19bS1C1R3_VLPAGl_200x_y.png,0,0,0,0.0,0.0
0,Mar19bS2C1R1_LHl_200x_y.png,0,1,8,153.0,0.33003303
0,Mar20bS1C1R3_VLPAGl_200x_y.png,1,0,0,395.0,0.47820036
0,Mar23bS1C1R4_VLPAGl_200x_y.png,0,10,5,44.3,0.5816026009999999
0,Mar23bS1C5R2_DMr_200x_y.png,1,1,12,161.0,0.413787635
0,Mar26bS2C1R1_LHr_200x_y.png,2,1,6,319.0,0.2557286066666667
0,Mar27bS1C2R2_LHr_200x_y.png,5,7,24,225.83333333333334,0.2894212716666667
0,MAR38S1C3R1_DMR_20_o.png,40,61,20,185.31683168316832,0.41090779811881195
0,MAR55S3C2R2_VLPAGR_20_o.png,10,22,11,230.5625,0.3933450496875
